Date,Open,High,Low,Close,Adj Close,Volume
1985-01-28,3.511865,3.511865,3.511865,3.511865,1.504288,69600
1985-01-29,3.511865,3.553839,3.511865,3.511865,1.504288,76800
1985-01-30,3.609805,3.735729,3.609805,3.609805,1.546240,146500
1985-01-31,3.609805,3.609805,3.609805,3.609805,1.546240,50000
1985-02-01,3.553839,3.595814,3.553839,3.553839,1.522266,234000
1985-02-04,3.539848,3.553839,3.539848,3.539848,1.516274,23200
1985-02-05,3.609805,3.609805,3.609805,3.609805,1.546240,354300
1985-02-06,3.567831,3.609805,3.553839,3.567831,1.528259,116100
1985-02-07,3.567831,3.609805,3.553839,3.567831,1.528259,232800
1985-02-08,3.539848,3.553839,3.511865,3.539848,1.516274,341800
1985-02-11,3.553839,3.553839,3.553839,3.553839,1.522266,76800
1985-02-12,3.553839,3.553839,3.553839,3.553839,1.522266,543100
1985-02-13,3.553839,3.553839,3.553839,3.553839,1.522266,63100
1985-02-14,3.539848,3.581822,3.539848,3.539848,1.516274,303700
1985-02-15,3.581822,3.581822,3.539848,3.581822,1.534253,92900
1985-02-19,3.637788,3.637788,3.637788,3.637788,1.558225,118500
1985-02-20,3.609805,3.637788,3.609805,3.609805,1.546240,104200
1985-02-21,3.609805,3.623797,3.609805,3.609805,1.546240,107200
1985-02-22,3.637788,3.637788,3.595814,3.637788,1.558225,50000
1985-02-25,3.609805,3.637788,3.609805,3.609805,1.546240,64900
1985-02-26,3.567831,3.637788,3.553839,3.567831,1.528259,189400
1985-02-27,3.595814,3.595814,3.595814,3.595814,1.540247,13100
1985-02-28,3.553839,3.595814,3.553839,3.553839,1.522266,80400
1985-03-01,3.581822,3.595814,3.553839,3.581822,1.534253,82700
1985-03-04,3.553839,3.595814,3.553839,3.553839,1.522266,32100
1985-03-05,3.581822,3.595814,3.581822,3.581822,1.534253,123800
1985-03-06,3.539848,3.581822,3.539848,3.539848,1.516274,181000
1985-03-07,3.539848,3.553839,3.539848,3.539848,1.516274,76800
1985-03-08,3.553839,3.553839,3.511865,3.553839,1.522266,76800
1985-03-11,3.511865,3.553839,3.511865,3.511865,1.504288,370400
1985-03-12,3.539848,3.539848,3.539848,3.539848,1.516274,39300
1985-03-13,3.539848,3.581822,3.539848,3.539848,1.516274,23800
1985-03-14,3.553839,3.553839,3.553839,3.553839,1.522266,42800
1985-03-15,3.553839,3.553839,3.511865,3.553839,1.522266,189400
1985-03-18,3.455899,3.553839,3.455899,3.455899,1.480314,296600
1985-03-19,3.399933,3.427916,3.399933,3.399933,1.456341,496700
1985-03-20,3.399933,3.413924,3.399933,3.399933,1.456341,36300
1985-03-21,3.385941,3.399933,3.385941,3.385941,1.450348,16600
1985-03-22,3.385941,3.399933,3.371950,3.385941,1.450348,20200
1985-03-25,3.385941,3.399933,3.385941,3.385941,1.450348,9500
1985-03-26,3.385941,3.399933,3.385941,3.385941,1.450348,36300
1985-03-27,3.399933,3.399933,3.399933,3.399933,1.456341,26800
1985-03-28,3.455899,3.455899,3.455899,3.455899,1.480314,20200
1985-03-29,3.511865,3.511865,3.427916,3.511865,1.504288,75600
