<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20170501,000000,1384.5500000,1466.6900000,1370.9800000,1436.5000000,16994
20170502,000000,1436.5000000,1492.9300000,1426.5100000,1471.9900000,12020
20170503,000000,1471.7900000,1533.0000000,1453.6800000,1533.0000000,16312
20170504,000000,1533.0000000,1665.0000000,1482.0600000,1563.3900000,26718
20170505,000000,1561.4700000,1630.0000000,1535.1100000,1551.3000000,16892
20170506,000000,1551.3000000,1598.8900000,1551.3000000,1585.3900000,9348
20170507,000000,1585.4900000,1618.3100000,1563.8700000,1609.5700000,11739
20170508,000000,1611.1000000,1713.0000000,1608.0000000,1713.0000000,15896
20170509,000000,1712.9900000,1794.7000000,1630.0000000,1720.4300000,19867
20170510,000000,1720.2400000,1799.9900000,1691.3000000,1794.9900000,13456
20170511,000000,1794.9500000,1889.0000000,1770.9500000,1837.9300000,15723
20170512,000000,1837.9800000,1838.0000000,1651.0100000,1695.6100000,16521
20170513,000000,1695.5600000,1792.9600000,1610.0000000,1792.7300000,12375
20170514,000000,1791.7000000,1829.0000000,1763.3300000,1799.9900000,6783
20170515,000000,1799.9800000,1802.9900000,1702.4200000,1747.8100000,10180
20170516,000000,1747.8100000,1777.7600000,1690.1400000,1777.4800000,11410
20170517,000000,1777.4900000,1840.0000000,1745.0500000,1813.2300000,13800
20170518,000000,1813.2300000,1900.0000000,1800.0000000,1899.1600000,11391
20170519,000000,1899.4700000,1980.0000000,1890.7300000,1976.2300000,18957
20170520,000000,1976.2200000,2059.0000000,1970.0400000,2058.9100000,13165
20170521,000000,2058.8900000,2102.6800000,1988.6000000,2057.0000000,17762
20170522,000000,2056.9900000,2298.0000000,1975.0000000,2123.2900000,29427
20170523,000000,2123.2900000,2283.0000000,2100.8600000,2272.7500000,17629
20170524,000000,2272.7400000,2474.6900000,2266.5100000,2432.9700000,24652
20170525,000000,2432.9600000,2806.0000000,2226.8600000,2355.0000000,37169
20170526,000000,2362.1700000,2683.1800000,2052.0100000,2272.7000000,31763
20170527,000000,2276.4600000,2353.3500000,1913.1900000,2099.9900000,32475
20170528,000000,2099.9900000,2342.9900000,2099.8600000,2232.7800000,18318
20170529,000000,2237.0000000,2357.8600000,2141.1200000,2279.4800000,16908
20170530,000000,2279.1800000,2336.8800000,2112.3100000,2191.5800000,20928
20170531,000000,2191.6000000,2338.9100000,2173.8000000,2303.2900000,21724
20170601,000000,2303.6100000,2488.0000000,2302.0000000,2419.9900000,21388
20170602,000000,2419.9800000,2478.9900000,2379.4400000,2478.9900000,12886
20170603,000000,2478.9900000,2599.0000000,2448.0000000,2548.0500000,13442
20170604,000000,2548.3000000,2556.1000000,2469.9800000,2521.3600000,13808
20170605,000000,2521.4300000,2698.0000000,2517.0200000,2698.0000000,13588
20170606,000000,2698.0000000,2938.5500000,2674.6900000,2871.2900000,28616
20170607,000000,2871.2900000,2885.0000000,2598.7000000,2685.6400000,19474
20170608,000000,2690.0200000,2808.7800000,2611.4100000,2799.7300000,13453
20170609,000000,2799.7600000,2861.5800000,2786.2000000,2811.3900000,11449
20170610,000000,2811.3700000,2942.0400000,2801.2500000,2931.1500000,18740
20170611,000000,2931.1600000,2998.9900000,2881.0000000,2998.9800000,16309
20170612,000000,2998.9800000,2999.9900000,2463.8900000,2655.7100000,38946
20170613,000000,2654.3600000,2798.9900000,2649.4700000,2709.0100000,19728
20170614,000000,2709.0200000,2827.0000000,2330.0000000,2432.2100000,28260
20170615,000000,2432.2100000,2525.0000000,2050.0000000,2409.9800000,42030
20170616,000000,2409.9800000,2524.6500000,2287.8400000,2480.4300000,21887
20170617,000000,2480.4400000,2679.2400000,2413.9600000,2634.9400000,17603
20170618,000000,2634.9400000,2670.0000000,2455.0100000,2515.2500000,13843
20170619,000000,2515.2500000,2597.0000000,2481.9200000,2596.9800000,13926
20170620,000000,2596.9900000,2776.9500000,2585.4200000,2725.0800000,19214
20170621,000000,2725.1100000,2781.5900000,2559.5100000,2643.3500000,18058
20170622,000000,2643.3300000,2724.6900000,2598.0000000,2679.9900000,12166
20170623,000000,2679.9300000,2743.0000000,2665.0000000,2690.7600000,9675
20170624,000000,2690.7600000,2718.3700000,2503.0500000,2574.8400000,12782
20170625,000000,2574.8600000,2625.0000000,2430.0500000,2505.6100000,13721
20170626,000000,2505.6100000,2563.9000000,2258.3400000,2407.9100000,20252
20170627,000000,2407.9100000,2575.7500000,2264.0000000,2575.7500000,22151
20170628,000000,2573.2200000,2605.0000000,2457.0000000,2553.1200000,16249
20170629,000000,2553.1300000,2591.9800000,2506.1000000,2530.0000000,9033
20170630,000000,2531.1600000,2554.0100000,2446.2000000,2455.1900000,11846
20170701,000000,2455.1900000,2515.0000000,2400.0000000,2423.6300000,8453
20170702,000000,2424.0800000,2545.0000000,2385.0000000,2516.6600000,9098
20170703,000000,2515.3700000,2584.7800000,2479.7500000,2542.4100000,10018
20170704,000000,2542.4100000,2636.1000000,2542.1800000,2602.0000000,10676
20170705,000000,2602.0000000,2624.0000000,2551.0600000,2089.5100000,8522
20170709,000000,2564.9500000,2579.8400000,2500.0000000,2508.9900000,4664
20170710,000000,2508.0000000,2523.0000000,2250.0000000,2331.0500000,15528
20170711,000000,2330.9300000,2410.0000000,2265.0000000,2310.0100000,15655
20170712,000000,2309.6200000,2415.0000000,2250.0000000,2383.4200000,13835
20170713,000000,2384.3500000,2416.7900000,2308.1400000,2340.0000000,9539
20170714,000000,2340.0000000,2349.2800000,2150.0000000,2217.2400000,13531
20170715,000000,2217.0200000,2224.8200000,1964.3100000,1964.3100000,16350
20170716,000000,1964.3300000,2043.9400000,1758.2000000,1911.7800000,21738
20170717,000000,1911.7900000,2238.0700000,1909.5800000,2235.1900000,21446
20170718,000000,2235.1400000,2393.4300000,2134.3700000,2308.1500000,23775
20170719,000000,2307.4800000,2396.0000000,2216.0000000,2258.9900000,18565
20170720,000000,2258.9900000,2957.0000000,2258.9900000,2873.4800000,36507
20170721,000000,2873.4500000,2880.0000000,2608.2700000,2657.4500000,23037
20170722,000000,2661.0500000,2869.8800000,2646.9500000,2825.2700000,12220
20170723,000000,2825.2700000,2848.0000000,2691.0000000,2754.2800000,10174
20170724,000000,2755.1900000,2799.2000000,2726.8000000,2762.2600000,8104
20170725,000000,2761.6800000,2782.4400000,2449.6900000,2564.0000000,19203
20170726,000000,2564.0000000,2614.0000000,2403.0000000,2525.9900000,13008
20170727,000000,2525.9800000,2686.2000000,2514.1000000,2664.9900000,10030
20170728,000000,2664.9900000,2825.1100000,2655.5500000,2786.0700000,17178
20170729,000000,2786.0700000,2790.9900000,2656.0000000,2700.2100000,9869
20170730,000000,2700.2000000,2739.9800000,2500.0000000,2723.9900000,8429
20170731,000000,2723.9900000,2900.0000000,2700.0000000,2856.8800000,11446
20170801,000000,2856.8900000,2925.0000000,2676.0100000,2732.5900000,9774
20170802,000000,2731.6000000,2758.0600000,2650.0000000,2699.9000000,8417
20170803,000000,2699.9000000,2799.0000000,2699.8900000,2787.0200000,7420
20170804,000000,2787.0500000,2877.7900000,2760.0000000,2857.3400000,7715
20170805,000000,2857.3400000,3335.0000000,2857.3400000,3243.4900000,21620
20170806,000000,3243.5000000,3278.4200000,3150.0000000,3222.2200000,8654
20170807,000000,3222.2200000,3416.0000000,3190.0000000,3398.2300000,11312
20170808,000000,3398.2300000,3489.0000000,3349.9100000,3422.4300000,15996
20170809,000000,3423.2800000,3428.2900000,3232.6200000,3342.8000000,13093
20170810,000000,3342.8000000,3448.0000000,3317.0000000,3444.9800000,9341
20170811,000000,3444.9800000,3725.0000000,3416.8600000,3656.1500000,15316
20170812,000000,3656.1400000,3974.0000000,3622.8700000,3874.0000000,18978
20170813,000000,3874.0000000,4200.0000000,3850.0000000,4060.4700000,23518
20170814,000000,4060.4700000,4328.0000000,3985.0100000,4320.6000000,20073
20170815,000000,4320.5300000,4434.4200000,3807.1400000,4159.9300000,32002
20170816,000000,4159.9300000,4385.5000000,3928.8200000,4370.0100000,17970
20170817,000000,4370.0100000,4469.0000000,4180.0000000,4280.0100000,19980
20170818,000000,4280.0100000,4350.0000000,3960.4700000,4101.7200000,20805
20170819,000000,4101.7200000,4186.1000000,4000.0000000,4157.4100000,10517
20170820,000000,4157.4100000,4190.2100000,4044.5200000,4050.9900000,8338
20170821,000000,4050.9900000,4089.9900000,3950.8800000,4002.0000000,12397
20170822,000000,4002.0000000,4145.0000000,3583.4600000,4092.0000000,21934
20170823,000000,4092.0000000,4247.8800000,4058.2600000,4143.4900000,11763
20170824,000000,4142.5000000,4349.9900000,4112.7600000,4312.0300000,10233
20170825,000000,4312.0300000,4453.9000000,4284.0100000,4360.0000000,10915
20170826,000000,4360.0000000,4374.3900000,4260.0100000,4344.3200000,6139
20170827,000000,4344.3200000,4392.0000000,4309.8700000,4340.1100000,7031
20170828,000000,4343.5000000,4396.0000000,4200.0000000,4384.9900000,10430
20170829,000000,4384.9900000,4656.8300000,4350.0000000,4599.0000000,14500
20170830,000000,4599.0100000,4635.2100000,4500.5500000,4581.9800000,10407
20170831,000000,4581.9800000,4769.0300000,4580.8400000,4743.9400000,13628
20170901,000000,4743.9400000,4948.0000000,4706.0000000,4947.9900000,16761
20170902,000000,4948.0000000,4980.0000000,4500.0000000,4649.9900000,19572
20170903,000000,4642.3900000,4749.9900000,4524.0000000,4626.0500000,11569
20170904,000000,4626.0500000,4628.0500000,4234.1600000,4498.2500000,20525
20170905,000000,4498.4600000,4514.9500000,4242.3800000,4432.5100000,17329
20170906,000000,4432.5100000,4692.0000000,4431.0000000,4616.1800000,16159
20170907,000000,4616.1800000,4665.4400000,4475.0100000,4624.1800000,8440
20170908,000000,4624.1800000,4679.9900000,4140.0000000,4350.0000000,20466
20170909,000000,4350.0000000,4449.9500000,4180.0000000,4334.3600000,8372
20170910,000000,4334.3600000,4349.9900000,4139.0000000,4251.3600000,8321
20170911,000000,4251.3600000,4365.0000000,4111.1400000,4210.7200000,7575
20170912,000000,4210.7200000,4375.3700000,4080.0000000,4164.5200000,10429
20170913,000000,4164.5200000,4174.5300000,3726.0000000,3855.3200000,20427
20170914,000000,3855.6100000,3923.0000000,3230.0500000,3250.4000000,32522
20170915,000000,3249.9900000,3894.4800000,2975.0100000,3740.0200000,47724
20170916,000000,3740.0200000,4042.9800000,3600.0000000,3726.5100000,15859
20170917,000000,3726.5100000,3726.5100000,3621.2100000,3650.0100000,1631
20170919,000000,3962.6900000,4049.0000000,3874.2900000,3910.1100000,6267
20170920,000000,3910.1100000,4009.7500000,3850.0100000,3990.6700000,3189
20170921,000000,3891.5300000,3903.5700000,3571.0000000,3617.4700000,13034
20170922,000000,3617.4700000,3767.7700000,3509.7900000,3619.0100000,11004
20170923,000000,3619.0100000,3818.8900000,3580.0000000,3787.3300000,5429
20170924,000000,3787.3300000,3789.3600000,3630.0100000,3669.0100000,3759
20170925,000000,3669.0100000,3969.3700000,3669.0100000,3919.7800000,6216
20170926,000000,3919.9800000,3960.0000000,3854.2900000,3885.0900000,3353
20170927,000000,3885.0900000,4228.3900000,3880.3600000,4200.0000000,7528
20170928,000000,4200.0000000,4269.9500000,4122.0000000,4189.4200000,4821
20170929,000000,4189.4200000,4212.9900000,4015.1700000,4156.9900000,5818
20170930,000000,4156.9900000,4356.2800000,4143.5200000,4339.0000000,3487
20171001,000000,4339.0100000,4396.9900000,4256.9200000,4394.8100000,3342
20171002,000000,4394.8100000,4470.0000000,4354.2300000,4392.7100000,5182
20171003,000000,4392.7100000,4419.9500000,4240.0000000,4307.9900000,5742
20171004,000000,4307.9900000,4344.0000000,4180.0000000,4214.8400000,3699
20171005,000000,4214.8400000,4365.2100000,4150.0100000,4320.0400000,3758
20171006,000000,4320.0200000,4407.0000000,4299.9900000,4362.9900000,3944
20171007,000000,4363.0000000,4449.4200000,4326.0000000,4425.0000000,1880
20171008,000000,4425.0000000,4612.0000000,4420.0100000,4603.4900000,4347
20171009,000000,4603.5000000,4875.3900000,4561.0000000,4769.5500000,8343
20171010,000000,4769.5500000,4925.6500000,4701.5300000,4750.0000000,8235
20171011,000000,4750.0000000,4869.9700000,4720.2100000,4814.9900000,4329
20171012,000000,4814.9900000,5440.9200000,4809.5900000,5440.0000000,11913
20171013,000000,5440.0000000,5867.0000000,5390.0000000,5624.8000000,13832
20171014,000000,5624.8700000,5839.8000000,5567.8600000,5819.1300000,5552
20171015,000000,5819.1300000,5849.8300000,5455.5000000,5693.7000000,4931
20171016,000000,5693.7000000,5785.3000000,5575.5500000,5754.9000000,5209
20171017,000000,5754.9000000,5769.9900000,5525.0000000,5594.0000000,4994
20171018,000000,5593.9700000,5600.0000000,5102.0000000,5574.4400000,10258
20171019,000000,5574.0200000,5750.0000000,5529.4400000,5704.0100000,5351
20171020,000000,5704.0000000,6063.9900000,5630.0000000,5989.1000000,9108
20171021,000000,5989.1000000,6189.1000000,5868.7600000,6024.8600000,7586
20171022,000000,6024.8500000,6082.3000000,5755.9500000,6005.0500000,5498
20171023,000000,6005.0500000,6057.0200000,5650.9800000,5905.9900000,9619
20171024,000000,5906.0000000,5906.0000000,5462.1900000,5525.4300000,9518
20171025,000000,5525.4300000,5765.0000000,5376.7100000,5739.9700000,8057
20171026,000000,5739.9700000,5985.0000000,5701.0000000,5891.6100000,6777
20171027,000000,5891.6100000,5998.0000000,5708.8000000,5780.0000000,5271
20171028,000000,5780.0000000,5893.9700000,5715.0000000,5752.0100000,3026
20171029,000000,5752.0100000,6290.0000000,5728.0000000,6140.0100000,5731
20171030,000000,6140.0100000,6200.0000000,6028.0000000,6124.1600000,4346
20171031,000000,6124.1600000,6472.1300000,6099.0000000,6445.0100000,7187
20171101,000000,6445.0100000,6783.6900000,6365.5400000,6783.6900000,10939
20171102,000000,6783.6900000,7445.0000000,6759.0000000,7039.9800000,15066
20171103,000000,7039.9900000,7449.9900000,6955.8900000,7170.0100000,11209
20171104,000000,7170.0100000,7498.0000000,7011.1000000,7412.5500000,6927
20171105,000000,7412.3500000,7630.0000000,7312.0000000,7392.0000000,7527
20171106,000000,7391.9500000,7432.4900000,6900.7300000,6969.7600000,10440
20171107,000000,6969.7600000,7232.8400000,6968.4900000,7126.6300000,7362
20171108,000000,7128.9900000,7898.0000000,7035.0000000,7467.9600000,12802
20171109,000000,7467.9700000,7470.0100000,7079.0000000,7156.0000000,8807
20171110,000000,7156.0000000,7350.0000000,6427.0300000,6577.6200000,15087
20171111,000000,6577.6300000,6894.9900000,6201.0100000,6346.7000000,12831
20171112,000000,6346.6400000,6486.0000000,5511.1100000,5886.3500000,18110
20171113,000000,5886.3500000,6841.4500000,5850.0000000,6535.8700000,13946
20171114,000000,6535.8700000,6748.0000000,6465.4100000,6605.0000000,9389
20171115,000000,6605.0000000,7349.0000000,6605.0000000,7294.0000000,12737
20171116,000000,7294.0000000,7985.3700000,7130.0000000,7838.5300000,12981
20171117,000000,7838.6000000,7988.5000000,7536.0000000,7714.7100000,10485
20171118,000000,7714.7000000,7847.9800000,7502.0000000,7777.0100000,7395
20171119,000000,7777.0100000,8098.6200000,7700.1200000,8031.8200000,6025
20171120,000000,8031.8300000,8293.2500000,7969.0000000,8256.0100000,8203
20171121,000000,8256.0100000,8375.0000000,7803.1500000,8109.0000000,14406
20171122,000000,8109.0000000,8298.9800000,8103.1300000,8250.0000000,7454
20171123,000000,8250.0000000,8274.9800000,8031.1600000,8031.1600000,6365
20171124,000000,8031.1600000,8324.0000000,7900.0000000,8215.0100000,7890
20171125,000000,8215.0100000,8795.5000000,8203.9800000,8795.5000000,9162
20171126,000000,8795.5000000,9596.0000000,8795.5000000,9401.1100000,13597
20171127,000000,9401.1100000,9795.0000000,9401.0100000,9768.7100000,13020
20171128,000000,9768.7100000,9989.9500000,9705.9900000,9949.0000000,10084
20171129,000000,9949.0000000,11485.0000000,8595.5500000,9935.9800000,23760
20171130,000000,9920.8100000,10850.0000000,9135.6000000,9903.0000000,17213
20171201,000000,9903.0100000,10937.0000000,9517.0000000,10869.8400000,16120
20171202,000000,10869.8500000,11100.0000000,10701.0100000,10930.2400000,10193
20171203,000000,10930.2400000,11891.0000000,10601.0000000,11290.0000000,12462
20171204,000000,11290.0000000,11643.9800000,10950.0000000,11643.9800000,9555
20171205,000000,11643.9900000,11875.0000000,11532.0000000,11718.3500000,8562
20171206,000000,11718.3400000,14345.0000000,11717.5000000,14090.0000000,18890
20171207,000000,14090.0000000,19500.0000000,13500.0000000,17390.0100000,22192
20171208,000000,17390.0100000,17777.6900000,13790.0000000,16367.0300000,21471
20171209,000000,16367.0300000,16499.0000000,13550.0000000,15309.9800000,12085
20171210,000000,15309.9900000,16240.0000000,13501.0000000,15290.0100000,17839
20171211,000000,15290.0100000,17493.0000000,15200.1100000,16885.7600000,13555
20171212,000000,16885.7600000,18149.9000000,16375.0000000,17730.1200000,10518
20171213,000000,17730.1200000,17900.0000000,15700.0000000,16689.6100000,10066
20171214,000000,16689.6200000,17199.6000000,16256.0000000,16749.7800000,5896
20171215,000000,16749.7900000,17899.0000000,16745.0000000,17738.6700000,9299
20171216,000000,17738.6800000,19797.0000000,17630.0000000,19650.0100000,9289
20171217,000000,19650.0200000,19891.9900000,19010.0100000,19378.9900000,6353
20171218,000000,19378.9900000,19385.0000000,18200.0100000,19039.0100000,8680
20171219,000000,19039.0100000,19099.0000000,16800.5100000,17838.7300000,11276
20171220,000000,17838.7300000,17890.0000000,14001.0000000,16496.8900000,15940
20171221,000000,16496.9000000,17364.5700000,15156.7900000,15758.8000000,11281
20171222,000000,15758.8000000,15974.9500000,10400.0000000,14210.5700000,30511
20171223,000000,14229.4700000,16261.0000000,13750.0000000,15075.8900000,12156
20171224,000000,15075.8900000,15109.2700000,13210.0000000,14221.9400000,9902
20171225,000000,14221.9300000,14774.0000000,13500.0000000,14171.9800000,6055
20171226,000000,14171.9900000,16148.0000000,14171.9800000,15790.8800000,9402
20171227,000000,15790.8800000,16490.0000000,14524.3700000,15360.0000000,9472
20171228,000000,15360.0100000,15489.0000000,13500.0000000,14450.0100000,13194
20171229,000000,14450.0100000,15105.3400000,14041.8100000,14565.0500000,7970
20171230,000000,14565.0400000,14639.7900000,12500.0000000,12839.9900000,10380
20171231,000000,12839.9800000,14280.2600000,12633.8000000,13863.1300000,8130
20180101,000000,13863.1400000,13889.0000000,12952.5000000,13480.0100000,5208
20180102,000000,13480.0000000,15275.0000000,13005.0100000,14781.5100000,10444
20180103,000000,14781.5200000,15400.0000000,14628.0000000,15098.1400000,8382
20180104,000000,15098.2300000,15400.0000000,14230.0000000,15144.9900000,9077
20180105,000000,15145.0000000,17178.0000000,14824.0500000,16960.0100000,9286
20180106,000000,16960.0100000,17174.0000000,16251.0100000,17098.9900000,5554
20180107,000000,17099.0000000,17115.0100000,15755.0100000,16174.2200000,4676
20180108,000000,16174.2200000,16275.0000000,14000.0000000,14993.7400000,9735
20180109,000000,14993.7300000,15384.0000000,14230.0000000,14480.9900000,6738
20180110,000000,14481.0000000,14875.1800000,13550.0100000,14875.1800000,10128
20180111,000000,14875.1700000,14970.0000000,12800.0100000,13308.0600000,11499
20180112,000000,13308.0600000,14080.8300000,12900.0000000,13820.0000000,6729
20180113,000000,13820.0000000,14500.0000000,13792.2500000,14187.9500000,4418
20180114,000000,14187.9400000,14332.8500000,13110.0000000,13656.2300000,4473
20180115,000000,13656.2300000,14253.0000000,13416.0000000,13590.0000000,4423
20180116,000000,13590.0000000,13643.6600000,9928.6200000,11570.0100000,20329
20180117,000000,11570.0100000,12358.8900000,9017.4200000,11200.0100000,22945
20180118,000000,11204.6400000,12122.5000000,10687.2100000,11305.5300000,13244
20180119,000000,11305.5300000,11973.9900000,11050.0000000,11498.9900000,7920
20180120,000000,11499.0000000,12985.5500000,11498.9900000,12762.8000000,8751
20180121,000000,12762.8000000,12762.8000000,11118.0000000,11518.1700000,7617
20180122,000000,11518.1700000,11849.0000000,10025.0000000,10766.7000000,10282
20180123,000000,10766.7000000,11370.0000000,9945.0000000,10824.9400000,9783
20180124,000000,10824.9500000,11450.0000000,10450.0000000,11356.7900000,7109
20180125,000000,11356.8000000,11690.0000000,10851.0000000,11118.0000000,5574
20180126,000000,11118.0000000,11570.0000000,10316.5000000,11086.8900000,8425
20180127,000000,11086.8800000,11494.0800000,10850.0000000,11319.0000000,5126
20180128,000000,11319.0000000,11695.0000000,11234.3800000,11536.0000000,6112
20180129,000000,11536.0000000,11570.0000000,10840.0000000,11123.0100000,4859
20180130,000000,11123.0100000,11150.0000000,9720.0000000,9995.0000000,11084
20180131,000000,9995.0000000,10299.9500000,9601.0200000,10099.9900000,8380
20180201,000000,10099.9900000,10166.0000000,8400.0000000,9014.2300000,14043
20180202,000000,9014.2200000,9090.0000000,7540.0000000,8787.5200000,18946
20180203,000000,8787.5200000,9499.0000000,8124.0900000,9240.0000000,10054
20180204,000000,9227.8000000,9350.0000000,7859.0000000,8167.9100000,9528
20180205,000000,8167.9000000,8349.1600000,6425.7500000,6905.1900000,21181
20180206,000000,6905.2000000,7944.6400000,5873.0000000,7688.4600000,36570
20180207,000000,7688.4700000,8650.0000000,7212.8200000,7575.7500000,21087
20180208,000000,7575.7600000,8625.0000000,7560.0000000,8218.1000000,13702
20180209,000000,8218.0700000,8700.0000000,7750.0000000,8671.0100000,10736
20180210,000000,8671.0000000,9090.0000000,8155.0100000,8547.4900000,10314
20180211,000000,8547.4800000,8547.4900000,7857.7800000,8072.9900000,7472
20180212,000000,8073.0000000,8950.0000000,8072.9900000,8872.2800000,7935
20180213,000000,8872.2700000,8925.0000000,8393.1000000,8520.0100000,5663
20180214,000000,8520.0100000,9482.5000000,8520.0000000,9472.9800000,8968
20180215,000000,9472.9800000,10249.8100000,9342.4600000,10031.2300000,7900
20180216,000000,10027.8000000,10307.6800000,9730.0100000,10167.4900000,5297
20180217,000000,10167.4900000,11149.0000000,10057.0000000,11121.5000000,6183
20180218,000000,11121.5000000,11299.1000000,10159.0000000,10380.0400000,6655
20180219,000000,10380.0400000,11274.1100000,10297.3900000,11140.0000000,4555
20180220,000000,11140.0000000,11775.0000000,11000.0100000,11235.5700000,7124
20180221,000000,11235.5700000,11278.4800000,10250.0000000,10454.2700000,7526
20180222,000000,10450.0100000,10900.0000000,9715.2700000,9830.0000000,7323
20180223,000000,9830.0000000,10390.7700000,9576.4300000,10144.9900000,5952
20180224,000000,10144.0000000,10494.1400000,9372.7200000,9688.6200000,5517
20180225,000000,9688.6100000,9850.0000000,9324.7500000,9595.4200000,3690
20180226,000000,9600.0000000,10447.7400000,9404.0000000,10300.0000000,4965
20180227,000000,10300.0000000,10845.0700000,10134.0200000,10566.5700000,5044
20180228,000000,10556.2900000,11044.0000000,10263.0000000,10307.2700000,5203
20180301,000000,10307.2600000,11075.0000000,10213.9900000,10895.9200000,4383
20180302,000000,10895.9300000,11149.0000000,10765.0000000,11000.0000000,4410
20180303,000000,11000.0100000,11494.5700000,11000.0000000,11432.5000000,4131
20180304,000000,11432.5100000,11487.0000000,11041.0000000,11469.9000000,2967
20180305,000000,11469.9000000,11645.3600000,11368.3400000,11377.5400000,3283
20180306,000000,11371.5000000,11395.6300000,10565.8500000,10700.0000000,17201
20180307,000000,10700.0000000,10892.2100000,9400.0000000,9925.0000000,8723
20180308,000000,9925.0000000,10098.0000000,9064.9700000,9304.8900000,8428
20180309,000000,9304.9000000,9410.0000000,8370.0000000,9255.0000000,20552
20180310,000000,9255.0000000,9518.7700000,8727.6800000,8795.4400000,14499
20180311,000000,8795.4500000,9759.9800000,8516.0000000,9533.8800000,19200
20180312,000000,9533.8800000,9890.0000000,8780.4900000,9120.0000000,19435
20180313,000000,9120.0000000,9472.8800000,8855.0000000,9145.4100000,15807
20180314,000000,9145.4200000,9340.0000000,7931.0000000,8207.0200000,24926
20180315,000000,8207.0200000,8400.0000000,7666.0000000,8259.9900000,25837
20180316,000000,8260.0000000,8600.0000000,7911.0000000,8275.0000000,15687
20180317,000000,8274.0900000,8349.8200000,7751.0000000,7857.6000000,12431
20180318,000000,7857.5900000,8302.7300000,7310.0000000,8192.0000000,27669
20180319,000000,8192.0000000,8757.5000000,8108.3100000,8589.0000000,22838
20180320,000000,8589.0000000,9046.2600000,8316.1500000,8900.0000000,16561
20180321,000000,8900.0000000,9174.0000000,8745.0000000,8891.8100000,14734
20180322,000000,8891.8100000,9073.9300000,8467.2700000,8715.0900000,13928
20180323,000000,8715.0900000,8927.8100000,8280.0400000,8927.1000000,13829
20180324,000000,8927.8000000,8999.0000000,8508.0000000,8531.3400000,10191
20180325,000000,8531.9600000,8670.0000000,8359.4500000,8453.0000000,7882
20180326,000000,8453.0000000,8498.0000000,7854.0000000,8145.0000000,17640
20180327,000000,8144.9900000,8219.9900000,7757.0000000,7793.6100000,13919
20180328,000000,7793.6100000,8088.0000000,7727.7600000,7942.7200000,8088
20180329,000000,7942.7300000,7957.0000000,6905.0000000,7080.0000000,20467
20180330,000000,7080.0000000,7275.3500000,6600.0000000,6848.0100000,27989
20180331,000000,6848.0100000,7200.0000000,6780.0000000,6928.5000000,13865
20180401,000000,6928.5000000,7044.4600000,6450.0000000,6816.0100000,14634
20180402,000000,6816.0100000,7100.0000000,6777.2800000,7045.0100000,9101
20180403,000000,7045.0100000,7520.0000000,7016.8000000,7424.9000000,18284
20180404,000000,7424.9100000,7424.9100000,6708.4600000,6791.6800000,12642
20180405,000000,6791.6800000,6923.1000000,6568.6400000,6785.8500000,10498
20180406,000000,6785.8600000,6847.0000000,6518.8800000,6619.0100000,8094
20180407,000000,6619.0100000,7059.0000000,6605.0800000,6894.0100000,4375
20180408,000000,6894.0100000,7099.9900000,6891.8300000,7020.0100000,2592
20180409,000000,7020.0100000,7169.5300000,6617.0000000,6771.1300000,13317
20180410,000000,6771.1400000,6885.6400000,6661.1900000,6824.9900000,6006
20180411,000000,6825.0000000,6972.2700000,6806.0100000,6942.9900000,7323
20180412,000000,6943.0000000,8050.0000000,6767.7700000,7916.0000000,29193
20180413,000000,7915.9900000,8220.0000000,7760.0000000,7893.1900000,18171
20180414,000000,7893.1900000,8150.0000000,7830.0000000,8003.1100000,7396
20180415,000000,8003.1200000,8392.5600000,8003.1100000,8355.2500000,9259
20180416,000000,8355.2400000,8398.9800000,7905.9900000,8048.9300000,12863
20180417,000000,8048.9200000,8162.5000000,7822.0000000,7892.1000000,7005
20180418,000000,7892.1100000,8239.5000000,7879.8000000,8152.0500000,6858
20180419,000000,8152.0500000,8300.0000000,8101.4700000,8274.0000000,9890
20180420,000000,8274.0000000,8929.3800000,8216.2100000,8866.2700000,12378
20180421,000000,8866.2700000,9038.8700000,8610.7000000,8915.4200000,11288
20180422,000000,8915.4200000,9015.0000000,8754.0100000,8795.0100000,6480
20180423,000000,8795.0000000,8991.0000000,8775.1000000,8931.3000000,7499
20180424,000000,8931.3100000,9728.5600000,8930.0000000,9645.1000000,18363
20180425,000000,9645.0000000,9763.4900000,8602.4300000,8865.9800000,27915
20180426,000000,8865.9800000,9318.0000000,8660.0000000,9272.1100000,13778
20180427,000000,9272.1200000,9369.0000000,8910.0000000,8922.5500000,11224
20180428,000000,8922.5600000,9447.0000000,8863.4200000,9329.9900000,7412
20180429,000000,9329.9900000,9512.5000000,9179.9900000,9389.0100000,5641
20180430,000000,9389.0100000,9447.0000000,9110.8800000,9243.8300000,7509
20180501,000000,9243.8300000,9245.3700000,8831.2100000,9072.2900000,10679
20180502,000000,9072.2900000,9251.0500000,8990.0000000,9190.4800000,7544
20180503,000000,9190.4700000,9797.9700000,9131.0000000,9725.7400000,10916
20180504,000000,9725.7400000,9745.0000000,9474.9900000,9685.0000000,8418
20180505,000000,9685.0000000,9948.1200000,9660.2800000,9800.0000000,6602
20180506,000000,9799.9900000,9880.0000000,9390.0000000,9600.0000000,6526
