((0, (193,)),) 	 (21, 1, 1)
((0, (194,)),) 	 (16, 1, 1)
((0, (27,)),) 	 (20, 1, 1)
((0, (857,)),) 	 (10, 1, 1)
((0, (954,)),) 	 (7, 1, 1)
((0, (305,)),) 	 (9, 1, 1)
((0, (280,)),) 	 (11, 1, 1)
((0, (481,)),) 	 (8, 1, 1)
((0, (892,)),) 	 (7, 1, 1)
((0, (55,)),) 	 (13, 1, 1)
((0, (57,)),) 	 (19, 1, 1)
((0, (58,)),) 	 (17, 1, 1)
((0, (59,)),) 	 (22, 1, 1)
((0, (43,)),) 	 (18, 1, 1)
((0, (44,)),) 	 (17, 1, 1)
((0, (860,)),) 	 (9, 1, 1)
((0, (546,)),) 	 (6, 1, 1)
((0, (728,)),) 	 (10, 1, 1)
((0, (239,)),) 	 (21, 1, 1)
((0, (929,)),) 	 (9, 1, 1)
((0, (765,)),) 	 (6, 1, 1)
((0, (759,)),) 	 (10, 1, 1)
((0, (444,)),) 	 (7, 1, 1)
((0, (246,)),) 	 (17, 1, 1)
((0, (887,)),) 	 (3, 1, 1)
((0, (84,)),) 	 (15, 1, 1)
((0, (588,)),) 	 (10, 1, 1)
((0, (909,)),) 	 (8, 1, 1)
((0, (594,)),) 	 (15, 1, 1)
((0, (553,)),) 	 (10, 1, 1)
((0, (773,)),) 	 (5, 1, 1)
((0, (169,)),) 	 (20, 1, 1)
((0, (567,)),) 	 (10, 1, 1)
((0, (849,)),) 	 (9, 1, 1)
((0, (430,)),) 	 (6, 1, 1)
((0, (965,)),) 	 (12, 1, 1)
((0, (560,)),) 	 (5, 1, 1)
((0, (354,)),) 	 (7, 1, 1)
((0, (276,)),) 	 (6, 1, 1)
((0, (431,)),) 	 (4, 1, 1)
((0, (143,)),) 	 (17, 1, 1)
((0, (288,)),) 	 (7, 1, 1)
((0, (740,)),) 	 (11, 1, 1)
((0, (632,)),) 	 (7, 1, 1)
((0, (584,)),) 	 (5, 1, 1)
((0, (132,)),) 	 (22, 1, 1)
((0, (502,)),) 	 (7, 1, 1)
((0, (618,)),) 	 (9, 1, 1)
((0, (178,)),) 	 (17, 1, 1)
((0, (242,)),) 	 (19, 1, 1)
((0, (940,)),) 	 (9, 1, 1)
((0, (25,)),) 	 (14, 1, 1)
((0, (26,)),) 	 (16, 1, 1)
((0, (29,)),) 	 (18, 1, 1)
((0, (751,)),) 	 (12, 1, 1)
((0, (788,)),) 	 (7, 1, 1)
((0, (721,)),) 	 (8, 1, 1)
((0, (443,)),) 	 (11, 1, 1)
((0, (719,)),) 	 (5, 1, 1)
((0, (933,)),) 	 (5, 1, 1)
((0, (647,)),) 	 (7, 1, 1)
((0, (716,)),) 	 (6, 1, 1)
((0, (215,)),) 	 (16, 1, 1)
((0, (925,)),) 	 (11, 1, 1)
((0, (800,)),) 	 (5, 1, 1)
((0, (969,)),) 	 (5, 1, 1)
((0, (233,)),) 	 (24, 1, 1)
((0, (789,)),) 	 (6, 1, 1)
((0, (897,)),) 	 (9, 1, 1)
((0, (996,)),) 	 (6, 1, 1)
((0, (910,)),) 	 (8, 1, 1)
((0, (72,)),) 	 (22, 1, 1)
((0, (582,)),) 	 (6, 1, 1)
((0, (180,)),) 	 (24, 1, 1)
((0, (307,)),) 	 (4, 1, 1)
((0, (214,)),) 	 (15, 1, 1)
((0, (330,)),) 	 (9, 1, 1)
((0, (42,)),) 	 (11, 1, 1)
((0, (390,)),) 	 (11, 1, 1)
((0, (645,)),) 	 (9, 1, 1)
((0, (799,)),) 	 (2, 1, 1)
((0, (238,)),) 	 (16, 1, 1)
((0, (165,)),) 	 (14, 1, 1)
((0, (394,)),) 	 (10, 1, 1)
((0, (387,)),) 	 (8, 1, 1)
((0, (944,)),) 	 (8, 1, 1)
((0, (100,)),) 	 (12, 1, 1)
((0, (101,)),) 	 (12, 1, 1)
((0, (102,)),) 	 (17, 1, 1)
((0, (103,)),) 	 (16, 1, 1)
((0, (104,)),) 	 (15, 1, 1)
((0, (967,)),) 	 (7, 1, 1)
((0, (734,)),) 	 (12, 1, 1)
((0, (530,)),) 	 (14, 1, 1)
((0, (948,)),) 	 (9, 1, 1)
((0, (248,)),) 	 (22, 1, 1)
((0, (899,)),) 	 (6, 1, 1)
((0, (435,)),) 	 (12, 1, 1)
((0, (403,)),) 	 (13, 1, 1)
((0, (875,)),) 	 (9, 1, 1)
((0, (637,)),) 	 (10, 1, 1)
((0, (109,)),) 	 (17, 1, 1)
((0, (960,)),) 	 (12, 1, 1)
((0, (183,)),) 	 (16, 1, 1)
((0, (930,)),) 	 (9, 1, 1)
((0, (398,)),) 	 (14, 1, 1)
((0, (672,)),) 	 (7, 1, 1)
((0, (247,)),) 	 (18, 1, 1)
((0, (656,)),) 	 (7, 1, 1)
((0, (99,)),) 	 (14, 1, 1)
((0, (134,)),) 	 (19, 1, 1)
((0, (449,)),) 	 (8, 1, 1)
((0, (894,)),) 	 (7, 1, 1)
((0, (806,)),) 	 (7, 1, 1)
((0, (958,)),) 	 (11, 1, 1)
((0, (166,)),) 	 (22, 1, 1)
((0, (974,)),) 	 (6, 1, 1)
((0, (782,)),) 	 (8, 1, 1)
((0, (429,)),) 	 (7, 1, 1)
((0, (230,)),) 	 (16, 1, 1)
((0, (921,)),) 	 (11, 1, 1)
((0, (338,)),) 	 (12, 1, 1)
((0, (739,)),) 	 (11, 1, 1)
((0, (221,)),) 	 (22, 1, 1)
((0, (347,)),) 	 (6, 1, 1)
((0, (35,)),) 	 (17, 1, 1)
((0, (913,)),) 	 (6, 1, 1)
((0, (7,)),) 	 (15, 1, 1)
((0, (767,)),) 	 (10, 1, 1)
((0, (168,)),) 	 (13, 1, 1)
((0, (549,)),) 	 (10, 1, 1)
((0, (938,)),) 	 (5, 1, 1)
((0, (943,)),) 	 (7, 1, 1)
((0, (18,)),) 	 (14, 1, 1)
((0, (14,)),) 	 (18, 1, 1)
((0, (653,)),) 	 (4, 1, 1)
((0, (273,)),) 	 (6, 1, 1)
((0, (625,)),) 	 (11, 1, 1)
((0, (447,)),) 	 (8, 1, 1)
((0, (599,)),) 	 (8, 1, 1)
((0, (312,)),) 	 (10, 1, 1)
((0, (291,)),) 	 (11, 1, 1)
((0, (452,)),) 	 (8, 1, 1)
((0, (258,)),) 	 (11, 1, 1)
((0, (711,)),) 	 (11, 1, 1)
((0, (198,)),) 	 (17, 1, 1)
((0, (385,)),) 	 (7, 1, 1)
((0, (543,)),) 	 (7, 1, 1)
((0, (240,)),) 	 (13, 1, 1)
((0, (241,)),) 	 (19, 1, 1)
((0, (243,)),) 	 (14, 1, 1)
((0, (772,)),) 	 (9, 1, 1)
((0, (244,)),) 	 (17, 1, 1)
((0, (63,)),) 	 (19, 1, 1)
((0, (596,)),) 	 (14, 1, 1)
((0, (674,)),) 	 (13, 1, 1)
((0, (801,)),) 	 (3, 1, 1)
((0, (577,)),) 	 (6, 1, 1)
((0, (488,)),) 	 (13, 1, 1)
((0, (272,)),) 	 (12, 1, 1)
((0, (375,)),) 	 (6, 1, 1)
((0, (538,)),) 	 (8, 1, 1)
((0, (770,)),) 	 (17, 1, 1)
((0, (563,)),) 	 (14, 1, 1)
((0, (401,)),) 	 (9, 1, 1)
((0, (52,)),) 	 (16, 1, 1)
((0, (808,)),) 	 (7, 1, 1)
((0, (843,)),) 	 (10, 1, 1)
((0, (359,)),) 	 (11, 1, 1)
((0, (364,)),) 	 (4, 1, 1)
((0, (477,)),) 	 (8, 1, 1)
((0, (490,)),) 	 (6, 1, 1)
((0, (160,)),) 	 (25, 1, 1)
((0, (334,)),) 	 (15, 1, 1)
((0, (163,)),) 	 (17, 1, 1)
((0, (557,)),) 	 (6, 1, 1)
((0, (998,)),) 	 (14, 1, 1)
((0, (218,)),) 	 (18, 1, 1)
((0, (743,)),) 	 (12, 1, 1)
((0, (508,)),) 	 (11, 1, 1)
((0, (231,)),) 	 (15, 1, 1)
((0, (232,)),) 	 (17, 1, 1)
((0, (234,)),) 	 (18, 1, 1)
((0, (126,)),) 	 (16, 1, 1)
((0, (127,)),) 	 (17, 1, 1)
((0, (122,)),) 	 (16, 1, 1)
((0, (128,)),) 	 (13, 1, 1)
((0, (129,)),) 	 (14, 1, 1)
((0, (124,)),) 	 (14, 1, 1)
((0, (50,)),) 	 (12, 1, 1)
((0, (51,)),) 	 (12, 1, 1)
((0, (53,)),) 	 (11, 1, 1)
((0, (54,)),) 	 (14, 1, 1)
((0, (908,)),) 	 (9, 1, 1)
((0, (136,)),) 	 (20, 1, 1)
((0, (710,)),) 	 (12, 1, 1)
((0, (755,)),) 	 (9, 1, 1)
((0, (741,)),) 	 (10, 1, 1)
((0, (699,)),) 	 (5, 1, 1)
((0, (785,)),) 	 (11, 1, 1)
((0, (75,)),) 	 (20, 1, 1)
((0, (722,)),) 	 (7, 1, 1)
((0, (874,)),) 	 (7, 1, 1)
((0, (459,)),) 	 (11, 1, 1)
((0, (32,)),) 	 (14, 1, 1)
((0, (92,)),) 	 (14, 1, 1)
((0, (659,)),) 	 (11, 1, 1)
((0, (474,)),) 	 (11, 1, 1)
((0, (482,)),) 	 (4, 1, 1)
((0, (818,)),) 	 (9, 1, 1)
((0, (850,)),) 	 (7, 1, 1)
((0, (262,)),) 	 (3, 1, 1)
((0, (300,)),) 	 (11, 1, 1)
((0, (282,)),) 	 (10, 1, 1)
((0, (297,)),) 	 (8, 1, 1)
((0, (46,)),) 	 (13, 1, 1)
((0, (265,)),) 	 (10, 1, 1)
((0, (66,)),) 	 (15, 1, 1)
((0, (68,)),) 	 (25, 1, 1)
((0, (69,)),) 	 (17, 1, 1)
((0, (286,)),) 	 (9, 1, 1)
((0, (956,)),) 	 (10, 1, 1)
((0, (906,)),) 	 (8, 1, 1)
((0, (360,)),) 	 (7, 1, 1)
((0, (478,)),) 	 (6, 1, 1)
((0, (140,)),) 	 (20, 1, 1)
((0, (162,)),) 	 (12, 1, 1)
((0, (164,)),) 	 (14, 1, 1)
((0, (698,)),) 	 (6, 1, 1)
((0, (980,)),) 	 (12, 1, 1)
((0, (40,)),) 	 (20, 1, 1)
((0, (517,)),) 	 (13, 1, 1)
((0, (115,)),) 	 (13, 1, 1)
((0, (905,)),) 	 (8, 1, 1)
((0, (851,)),) 	 (8, 1, 1)
((0, (614,)),) 	 (11, 1, 1)
((0, (707,)),) 	 (6, 1, 1)
((0, (802,)),) 	 (12, 1, 1)
((0, (10,)),) 	 (23, 1, 1)
((0, (826,)),) 	 (10, 1, 1)
((0, (235,)),) 	 (18, 1, 1)
((0, (995,)),) 	 (8, 1, 1)
((0, (130,)),) 	 (19, 1, 1)
((0, (729,)),) 	 (10, 1, 1)
((0, (556,)),) 	 (8, 1, 1)
((0, (454,)),) 	 (9, 1, 1)
((0, (605,)),) 	 (9, 1, 1)
((0, (112,)),) 	 (20, 1, 1)
((0, (503,)),) 	 (11, 1, 1)
((0, (245,)),) 	 (21, 1, 1)
((0, (121,)),) 	 (20, 1, 1)
((0, (249,)),) 	 (16, 1, 1)
((0, (539,)),) 	 (8, 1, 1)
((0, (80,)),) 	 (20, 1, 1)
((0, (786,)),) 	 (8, 1, 1)
((0, (342,)),) 	 (6, 1, 1)
((0, (442,)),) 	 (7, 1, 1)
((0, (877,)),) 	 (15, 1, 1)
((0, (720,)),) 	 (12, 1, 1)
((0, (200,)),) 	 (20, 1, 1)
((0, (480,)),) 	 (12, 1, 1)
((0, (171,)),) 	 (16, 1, 1)
((0, (199,)),) 	 (17, 1, 1)
((0, (397,)),) 	 (8, 1, 1)
((0, (702,)),) 	 (5, 1, 1)
((0, (479,)),) 	 (9, 1, 1)
((0, (210,)),) 	 (17, 1, 1)
((0, (809,)),) 	 (6, 1, 1)
((0, (211,)),) 	 (20, 1, 1)
((0, (212,)),) 	 (17, 1, 1)
((0, (213,)),) 	 (12, 1, 1)
((0, (139,)),) 	 (14, 1, 1)
((0, (950,)),) 	 (14, 1, 1)
((0, (825,)),) 	 (7, 1, 1)
((0, (724,)),) 	 (11, 1, 1)
((0, (706,)),) 	 (8, 1, 1)
((0, (47,)),) 	 (19, 1, 1)
((0, (339,)),) 	 (7, 1, 1)
((0, (441,)),) 	 (7, 1, 1)
((0, (377,)),) 	 (9, 1, 1)
((0, (497,)),) 	 (11, 1, 1)
((0, (691,)),) 	 (8, 1, 1)
((0, (871,)),) 	 (11, 1, 1)
((0, (951,)),) 	 (10, 1, 1)
((0, (158,)),) 	 (16, 1, 1)
((0, (467,)),) 	 (6, 1, 1)
((0, (460,)),) 	 (10, 1, 1)
((0, (509,)),) 	 (6, 1, 1)
((0, (695,)),) 	 (10, 1, 1)
((0, (598,)),) 	 (3, 1, 1)
((0, (264,)),) 	 (8, 1, 1)
((0, (587,)),) 	 (7, 1, 1)
((0, (389,)),) 	 (8, 1, 1)
((0, (608,)),) 	 (9, 1, 1)
((0, (914,)),) 	 (3, 1, 1)
((0, (834,)),) 	 (10, 1, 1)
((0, (883,)),) 	 (5, 1, 1)
((0, (12,)),) 	 (19, 1, 1)
((0, (932,)),) 	 (6, 1, 1)
((0, (807,)),) 	 (9, 1, 1)
((0, (829,)),) 	 (4, 1, 1)
((0, (41,)),) 	 (19, 1, 1)
((0, (733,)),) 	 (8, 1, 1)
((0, (236,)),) 	 (18, 1, 1)
((0, (979,)),) 	 (8, 1, 1)
((0, (45,)),) 	 (15, 1, 1)
((0, (763,)),) 	 (8, 1, 1)
((0, (989,)),) 	 (8, 1, 1)
((0, (762,)),) 	 (8, 1, 1)
((0, (639,)),) 	 (5, 1, 1)
((0, (95,)),) 	 (20, 1, 1)
((0, (96,)),) 	 (16, 1, 1)
((0, (97,)),) 	 (22, 1, 1)
((0, (98,)),) 	 (24, 1, 1)
((0, (16,)),) 	 (17, 1, 1)
((0, (116,)),) 	 (10, 1, 1)
((0, (117,)),) 	 (22, 1, 1)
((0, (118,)),) 	 (17, 1, 1)
((0, (591,)),) 	 (6, 1, 1)
((0, (119,)),) 	 (19, 1, 1)
((0, (209,)),) 	 (18, 1, 1)
((0, (895,)),) 	 (10, 1, 1)
((0, (837,)),) 	 (10, 1, 1)
((0, (953,)),) 	 (8, 1, 1)
((0, (769,)),) 	 (12, 1, 1)
((0, (79,)),) 	 (19, 1, 1)
((0, (21,)),) 	 (15, 1, 1)
((0, (602,)),) 	 (10, 1, 1)
((0, (402,)),) 	 (7, 1, 1)
((0, (518,)),) 	 (6, 1, 1)
((0, (470,)),) 	 (7, 1, 1)
((0, (450,)),) 	 (9, 1, 1)
((0, (138,)),) 	 (15, 1, 1)
((0, (915,)),) 	 (4, 1, 1)
((0, (811,)),) 	 (10, 1, 1)
((0, (686,)),) 	 (9, 1, 1)
((0, (174,)),) 	 (17, 1, 1)
((0, (697,)),) 	 (11, 1, 1)
((0, (540,)),) 	 (4, 1, 1)
((0, (292,)),) 	 (7, 1, 1)
((0, (319,)),) 	 (9, 1, 1)
((0, (34,)),) 	 (12, 1, 1)
((0, (777,)),) 	 (7, 1, 1)
((0, (61,)),) 	 (23, 1, 1)
((0, (693,)),) 	 (6, 1, 1)
((0, (367,)),) 	 (5, 1, 1)
((0, (507,)),) 	 (12, 1, 1)
((0, (640,)),) 	 (11, 1, 1)
((0, (760,)),) 	 (7, 1, 1)
((0, (949,)),) 	 (7, 1, 1)
((0, (742,)),) 	 (13, 1, 1)
((0, (94,)),) 	 (12, 1, 1)
((0, (890,)),) 	 (9, 1, 1)
((0, (326,)),) 	 (7, 1, 1)
((0, (70,)),) 	 (16, 1, 1)
((0, (308,)),) 	 (9, 1, 1)
((0, (526,)),) 	 (3, 1, 1)
((0, (607,)),) 	 (7, 1, 1)
((0, (675,)),) 	 (8, 1, 1)
((0, (298,)),) 	 (11, 1, 1)
((0, (31,)),) 	 (13, 1, 1)
((0, (33,)),) 	 (16, 1, 1)
((0, (201,)),) 	 (22, 1, 1)
((0, (202,)),) 	 (24, 1, 1)
((0, (203,)),) 	 (18, 1, 1)
((0, (204,)),) 	 (18, 1, 1)
((0, (593,)),) 	 (10, 1, 1)
((0, (855,)),) 	 (6, 1, 1)
((0, (862,)),) 	 (11, 1, 1)
((0, (881,)),) 	 (9, 1, 1)
((0, (71,)),) 	 (16, 1, 1)
((0, (798,)),) 	 (10, 1, 1)
((0, (911,)),) 	 (9, 1, 1)
((0, (396,)),) 	 (7, 1, 1)
((0, (532,)),) 	 (13, 1, 1)
((0, (665,)),) 	 (10, 1, 1)
((0, (528,)),) 	 (8, 1, 1)
((0, (113,)),) 	 (20, 1, 1)
((0, (208,)),) 	 (18, 1, 1)
((0, (154,)),) 	 (14, 1, 1)
((0, (987,)),) 	 (15, 1, 1)
((0, (623,)),) 	 (7, 1, 1)
((0, (547,)),) 	 (9, 1, 1)
((0, (456,)),) 	 (6, 1, 1)
((0, (384,)),) 	 (12, 1, 1)
((0, (581,)),) 	 (5, 1, 1)
((0, (345,)),) 	 (11, 1, 1)
((0, (678,)),) 	 (6, 1, 1)
((0, (611,)),) 	 (8, 1, 1)
((0, (840,)),) 	 (6, 1, 1)
((0, (575,)),) 	 (8, 1, 1)
((0, (328,)),) 	 (9, 1, 1)
((0, (737,)),) 	 (8, 1, 1)
((0, (670,)),) 	 (12, 1, 1)
((0, (256,)),) 	 (7, 1, 1)
((0, (381,)),) 	 (8, 1, 1)
((0, (727,)),) 	 (5, 1, 1)
((0, (666,)),) 	 (12, 1, 1)
((0, (931,)),) 	 (11, 1, 1)
((0, (671,)),) 	 (11, 1, 1)
((0, (715,)),) 	 (7, 1, 1)
((0, (270,)),) 	 (8, 1, 1)
((0, (635,)),) 	 (6, 1, 1)
((0, (705,)),) 	 (4, 1, 1)
((0, (990,)),) 	 (7, 1, 1)
((0, (578,)),) 	 (9, 1, 1)
((0, (501,)),) 	 (7, 1, 1)
((0, (337,)),) 	 (8, 1, 1)
((0, (655,)),) 	 (11, 1, 1)
((0, (574,)),) 	 (12, 1, 1)
((0, (513,)),) 	 (6, 1, 1)
((0, (947,)),) 	 (12, 1, 1)
((0, (833,)),) 	 (7, 1, 1)
((0, (176,)),) 	 (23, 1, 1)
((0, (237,)),) 	 (13, 1, 1)
((0, (848,)),) 	 (10, 1, 1)
((0, (941,)),) 	 (7, 1, 1)
((0, (275,)),) 	 (6, 1, 1)
((0, (175,)),) 	 (18, 1, 1)
((0, (177,)),) 	 (18, 1, 1)
((0, (179,)),) 	 (13, 1, 1)
((0, (681,)),) 	 (7, 1, 1)
((0, (679,)),) 	 (5, 1, 1)
((0, (15,)),) 	 (14, 1, 1)
((0, (420,)),) 	 (7, 1, 1)
((0, (299,)),) 	 (6, 1, 1)
((0, (692,)),) 	 (5, 1, 1)
((0, (830,)),) 	 (15, 1, 1)
((0, (350,)),) 	 (5, 1, 1)
((0, (654,)),) 	 (5, 1, 1)
((0, (888,)),) 	 (8, 1, 1)
((0, (690,)),) 	 (9, 1, 1)
((0, (922,)),) 	 (9, 1, 1)
((0, (994,)),) 	 (10, 1, 1)
((0, (372,)),) 	 (3, 1, 1)
((0, (60,)),) 	 (11, 1, 1)
((0, (62,)),) 	 (22, 1, 1)
((0, (64,)),) 	 (19, 1, 1)
((0, (303,)),) 	 (12, 1, 1)
((0, (172,)),) 	 (21, 1, 1)
((0, (589,)),) 	 (7, 1, 1)
((0, (425,)),) 	 (8, 1, 1)
((0, (414,)),) 	 (7, 1, 1)
((0, (111,)),) 	 (14, 1, 1)
((0, (114,)),) 	 (15, 1, 1)
((0, (90,)),) 	 (23, 1, 1)
((0, (776,)),) 	 (4, 1, 1)
((0, (440,)),) 	 (11, 1, 1)
((0, (499,)),) 	 (7, 1, 1)
((0, (946,)),) 	 (5, 1, 1)
((0, (726,)),) 	 (9, 1, 1)
((0, (586,)),) 	 (8, 1, 1)
((0, (294,)),) 	 (11, 1, 1)
((0, (590,)),) 	 (8, 1, 1)
((0, (257,)),) 	 (11, 1, 1)
((0, (519,)),) 	 (8, 1, 1)
((0, (796,)),) 	 (10, 1, 1)
((0, (39,)),) 	 (18, 1, 1)
((0, (523,)),) 	 (6, 1, 1)
((0, (961,)),) 	 (3, 1, 1)
((0, (832,)),) 	 (7, 1, 1)
((0, (8,)),) 	 (15, 1, 1)
((0, (534,)),) 	 (8, 1, 1)
((0, (725,)),) 	 (9, 1, 1)
((0, (370,)),) 	 (11, 1, 1)
((0, (89,)),) 	 (17, 1, 1)
((0, (627,)),) 	 (8, 1, 1)
((0, (718,)),) 	 (5, 1, 1)
((0, (514,)),) 	 (7, 1, 1)
((0, (976,)),) 	 (8, 1, 1)
((0, (561,)),) 	 (3, 1, 1)
((0, (663,)),) 	 (6, 1, 1)
((0, (421,)),) 	 (10, 1, 1)
((0, (565,)),) 	 (4, 1, 1)
((0, (660,)),) 	 (6, 1, 1)
((0, (525,)),) 	 (9, 1, 1)
((0, (451,)),) 	 (11, 1, 1)
((0, (573,)),) 	 (8, 1, 1)
((0, (17,)),) 	 (12, 1, 1)
((0, (19,)),) 	 (19, 1, 1)
((0, (709,)),) 	 (7, 1, 1)
((0, (992,)),) 	 (12, 1, 1)
((0, (624,)),) 	 (10, 1, 1)
((0, (896,)),) 	 (3, 1, 1)
((0, (379,)),) 	 (4, 1, 1)
((0, (320,)),) 	 (4, 1, 1)
((0, (717,)),) 	 (10, 1, 1)
((0, (708,)),) 	 (10, 1, 1)
((0, (445,)),) 	 (9, 1, 1)
((0, (880,)),) 	 (7, 1, 1)
((0, (107,)),) 	 (19, 1, 1)
((0, (343,)),) 	 (9, 1, 1)
((0, (795,)),) 	 (12, 1, 1)
((0, (432,)),) 	 (9, 1, 1)
((0, (86,)),) 	 (11, 1, 1)
((0, (289,)),) 	 (8, 1, 1)
((0, (150,)),) 	 (19, 1, 1)
((0, (151,)),) 	 (18, 1, 1)
((0, (152,)),) 	 (19, 1, 1)
((0, (153,)),) 	 (19, 1, 1)
((0, (981,)),) 	 (6, 1, 1)
((0, (576,)),) 	 (5, 1, 1)
((0, (592,)),) 	 (8, 1, 1)
((0, (48,)),) 	 (18, 1, 1)
((0, (260,)),) 	 (5, 1, 1)
((0, (313,)),) 	 (7, 1, 1)
((0, (331,)),) 	 (8, 1, 1)
((0, (76,)),) 	 (16, 1, 1)
((0, (937,)),) 	 (8, 1, 1)
((0, (371,)),) 	 (8, 1, 1)
((0, (137,)),) 	 (15, 1, 1)
((0, (341,)),) 	 (3, 1, 1)
((0, (555,)),) 	 (13, 1, 1)
((0, (689,)),) 	 (10, 1, 1)
