                                                                                      support  length  time
((14, (4,)), (21, (4,)))                                                                   12       2     1
((15, (2,)), (21, (2,)))                                                                   12       2     1
((2, (4,)), (6, (4,)), (24, (4, 3)))                                                       12       4     2
((3, (4,)), (7, (4,)), (18, (3,)))                                                         12       3     1
((12, (3,)), (20, (2,)))                                                                   12       2     1
((4, (2,)), (13, (3,)), (20, (3,)))                                                        12       3     1
((6, (2, 3, 3)), (9, (2,)))                                                                12       4     3
((2, (1,)), (6, (2,)), (18, (1,)))                                                         12       3     1
((1, (3,)), (2, (3,)), (12, (3,)), (15, (3,)))                                             12       4     1
((7, (3,)), (10, (2,)), (17, (3,)), (24, (2,)))                                            12       4     1
((9, (3,)), (17, (2,)), (27, (2,)))                                                        12       3     1
((5, (2, 4)), (25, (2,)))                                                                  12       3     2
((0, (4,)), (2, (4,)), (24, (4,)))                                                         12       3     1
((2, (4,)), (6, (3,)))                                                                     12       2     1
((8, (2,)), (17, (2,)), (19, (2,)), (22, (2,)))                                            12       4     1
((2, (1,)), (3, (1,)))                                                                     12       2     1
((1, (3,)), (16, (3,)))                                                                    12       2     1
((1, (2,)), (2, (4,)))                                                                     12       2     1
((1, (3,)), (3, (3,)), (19, (4,)))                                                         12       3     1
((12, (4,)), (21, (3,)), (26, (3,)))                                                       12       3     1
((6, (2,)), (9, (3,)), (13, (2, 3)))                                                       12       4     2
((10, (3,)), (15, (4,)), (22, (2,)), (25, (3,)))                                           12       4     1
((1, (2,)), (24, (2, 3)), (25, (2,)))                                                      12       4     2
((2, (3,)), (10, (3,)))                                                                    12       2     1
((3, (2,)), (10, (2,)), (18, (2,)), (27, (1,)))                                            11       4     1
((11, (3, 4, 3, 4)),)                                                                      11       4     4
((6, (2,)), (12, (2,)))                                                                    11       2     1
((7, (2,)), (16, (2,)), (24, (2,)), (26, (3,)))                                            11       4     1
((23, (4,)), (25, (4,)))                                                                   11       2     1
((22, (5,)),)                                                                              11       1     1
((2, (4,)), (10, (2,)), (14, (3,)), (22, (3,)), (27, (3,)))                                11       5     1
((5, (4, 2)), (17, (3,)))                                                                  11       3     2
((14, (3,)), (18, (2,)), (22, (2,)), (27, (3,)))                                           11       4     1
((5, (4, 4)),)                                                                             11       2     2
((3, (3,)), (10, (3,)), (18, (2,)), (24, (2,)))                                            11       4     1
((2, (4,)), (6, (4,)), (20, (4, 2)))                                                       11       4     2
((5, (3,)), (8, (4, 3)), (25, (2,)))                                                       11       4     2
((0, (4,)), (3, (3,)), (15, (5,)))                                                         11       3     1
((5, (2,)), (12, (2,)), (21, (2,)), (22, (2,)))                                            11       4     1
((1, (4,)), (3, (3,)), (15, (4,)), (16, (2,)))                                             11       4     1
((9, (5,)), (15, (4,)), (25, (4,)))                                                        11       3     1
((8, (4,)), (9, (4,)), (22, (2,)))                                                         11       3     1
((2, (4,)), (3, (4,)), (22, (4,)))                                                         11       3     1
((1, (1, 1)),)                                                                             11       2     2
((21, (4,)), (22, (2,)))                                                                   11       2     1
((13, (1,)), (15, (1,)))                                                                   11       2     1
((7, (3,)), (15, (5,)), (20, (4,)))                                                        11       3     1
((0, (2,)), (1, (3,)), (15, (3,)), (16, (3,)))                                             11       4     1
((8, (3,)), (10, (3,)), (19, (2, 3, 4)))                                                   11       5     3
((22, (4, 4)),)                                                                            11       2     2
((22, (1,)), (23, (1,)))                                                                   11       2     1
((18, (3,)), (23, (2,)))                                                                   11       2     1
((3, (4,)), (10, (4,)), (18, (2,)))                                                        11       3     1
((4, (1,)), (17, (2,)))                                                                    11       2     1
((0, (2,)), (1, (2,)), (15, (3,)), (23, (2,)))                                             11       4     1
((0, (3,)), (7, (3,)), (15, (3,)))                                                         11       3     1
((8, (3,)), (9, (4,)))                                                                     11       2     1
((1, (5,)), (26, (5,)))                                                                    11       2     1
((13, (2,)), (14, (2,)), (22, (2,)), (23, (2,)))                                           10       4     1
((10, (3,)), (14, (4,)), (25, (3,)), (26, (2,)))                                           10       4     1
((3, (3,)), (16, (3,)), (17, (4,)), (19, (4,)))                                            10       4     1
((1, (3,)), (8, (3,)), (9, (4,)), (26, (3,)))                                              10       4     1
((7, (3,)), (12, (3,)), (17, (4,)), (27, (4,)))                                            10       4     1
((0, (4,)), (2, (4,)), (3, (4,)), (18, (3,)), (24, (4,)))                                  10       5     1
((4, (2,)), (6, (4,)), (26, (3,)), (27, (3,)))                                             10       4     1
((9, (4,)), (14, (4,)), (20, (5,)), (21, (4,)))                                            10       4     1
((1, (5, 1)),)                                                                             10       2     2
((4, (4,)), (8, (4,)), (10, (4,)), (25, (4,)))                                             10       4     1
((2, (4,)), (12, (3,)), (13, (3,)))                                                        10       3     1
((13, (1,)), (22, (1,)), (26, (1,)))                                                       10       3     1
((3, (2,)), (8, (2,)), (21, (2,)))                                                         10       3     1
((18, (3,)), (25, (2, 2)), (27, (2,)))                                                     10       4     2
((12, (5,)), (27, (4,)))                                                                   10       2     1
((5, (2,)), (16, (1,)))                                                                    10       2     1
((5, (2,)), (8, (3,)), (14, (3,)))                                                         10       3     1
((16, (4,)), (23, (4,)))                                                                   10       2     1
((6, (3,)), (12, (3, 3)), (20, (2,)))                                                      10       4     2
((4, (4,)), (15, (5,)))                                                                    10       2     1
((3, (4,)), (16, (4,)), (21, (4,)))                                                        10       3     1
((6, (3,)), (12, (2, 4)), (15, (3,)))                                                      10       4     2
((16, (2,)), (19, (2,)), (20, (2,)))                                                       10       3     1
((14, (2,)), (22, (3,)), (24, (2,)))                                                       10       3     1
((0, (4,)), (3, (4,)), (19, (3, 3)))                                                       10       4     2
((12, (4,)), (19, (3,)), (25, (2, 3)))                                                     10       4     2
((1, (4,)), (7, (4,)), (8, (4,)))                                                          10       3     1
((1, (4,)), (16, (2,)), (18, (3,)))                                                        10       3     1
((5, (4, 4)), (14, (3,)), (22, (3,)))                                                      10       4     2
((3, (2,)), (18, (3,)))                                                                    10       2     1
((14, (5,)), (20, (5,)), (22, (3,)))                                                       10       3     1
((10, (1,)), (25, (2,)), (27, (2,)))                                                       10       3     1
((16, (2,)), (23, (4,)))                                                                   10       2     1
((1, (4,)), (26, (4,)))                                                                    10       2     1
((8, (2,)), (19, (1,)), (26, (1,)))                                                        10       3     1
((4, (2,)), (8, (5,)), (25, (3,)))                                                         10       3     1
((19, (1,)), (25, (2,)), (26, (1,)))                                                       10       3     1
((3, (4,)), (14, (4,)))                                                                    10       2     1
((2, (4,)), (13, (3,)))                                                                    10       2     1
((10, (3,)), (18, (2,)), (19, (3, 4)))                                                     10       4     2
((2, (4, 3)), (6, (3,)), (11, (3,)))                                                       10       4     2
((0, (2,)), (5, (3,)), (24, (3, 3)))                                                       10       4     2
((7, (2,)), (13, (4,)), (20, (3, 4)))                                                      10       4     2
((3, (2,)), (16, (1,)), (17, (3,)))                                                        10       3     1
((1, (4,)), (20, (2,)))                                                                    10       2     1
((0, (3,)), (11, (2, 4, 3)))                                                               10       4     3
((9, (2,)), (25, (1, 4)))                                                                  10       3     2
((16, (5,)),)                                                                              10       1     1
((6, (5,)), (19, (5,)))                                                                    10       2     1
((0, (1,)), (9, (2,)))                                                                     10       2     1
((15, (5,)), (21, (5,)))                                                                   10       2     1
((19, (5, 3)), (21, (4,)))                                                                 10       3     2
((12, (4, 2)), (20, (3,)))                                                                 10       3     2
((8, (1,)), (12, (1,)))                                                                    10       2     1
((1, (2, 2)), (15, (3,)), (24, (2,)))                                                      10       4     2
((8, (4,)), (21, (4,)), (23, (3,)), (26, (4,)))                                            10       4     1
((8, (4,)), (25, (4, 4)))                                                                  10       3     2
((11, (2, 2, 3, 4)),)                                                                      10       4     4
((14, (4,)), (22, (3,)), (27, (4,)))                                                       10       3     1
((25, (5,)),)                                                                              10       1     1
((13, (3,)), (14, (4,)), (26, (2,)))                                                       10       3     1
((1, (3,)), (9, (3,)), (20, (3,)), (27, (2,)))                                              9       4     1
((8, (3,)), (13, (2,)))                                                                     9       2     1
((14, (3,)), (18, (3,)))                                                                    9       2     1
((18, (3,)), (22, (4,)))                                                                    9       2     1
((2, (3,)), (8, (3,)), (9, (4,)), (12, (3,)), (13, (3,)))                                   9       5     1
((6, (3,)), (12, (4,)))                                                                     9       2     1
((0, (4,)), (3, (3,)), (16, (3,)), (24, (3, 3)))                                            9       5     2
((11, (5,)), (20, (5,)))                                                                    9       2     1
((13, (5, 2)),)                                                                             9       2     2
((5, (2, 4)), (6, (2,)), (15, (2,)), (25, (2,)))                                            9       5     2
((6, (3, 1)),)                                                                              9       2     2
((4, (1,)), (20, (1,)))                                                                     9       2     1
((7, (3,)), (17, (3,)), (20, (3,)), (24, (2, 3)), (27, (3,)))                               9       6     2
((15, (5,)), (19, (5,)))                                                                    9       2     1
((2, (1,)), (11, (1,)))                                                                     9       2     1
((1, (1,)), (26, (1,)))                                                                     9       2     1
((12, (3,)), (27, (4,)))                                                                    9       2     1
((15, (2,)), (18, (1,)))                                                                    9       2     1
((10, (2,)), (26, (1,)))                                                                    9       2     1
((6, (5,)), (12, (5,)), (27, (4,)))                                                         9       3     1
((1, (4, 3)), (7, (2,)), (19, (4,)), (20, (4,)))                                            9       5     2
((15, (2,)), (20, (1,)))                                                                    9       2     1
((7, (3,)), (9, (3,)), (13, (3,)), (15, (4,)), (17, (3,)))                                  9       5     1
((10, (4,)), (21, (4,)), (22, (4,)), (27, (4,)))                                            9       4     1
((13, (1,)), (14, (2,)), (16, (1,)), (23, (1,)))                                            9       4     1
((8, (1,)), (18, (1,)), (19, (1,)))                                                         9       3     1
((0, (2, 4)), (1, (2,)), (15, (3,)))                                                        9       4     2
((4, (3,)), (7, (3, 1)), (13, (3,)))                                                        9       4     2
((2, (2,)), (24, (1, 3)), (25, (2,)))                                                       9       4     2
((7, (2, 1)), (13, (2, 2)))                                                                 9       4     2
((3, (3,)), (5, (2,)), (14, (3,)), (16, (2,)))                                              9       4     1
((0, (3,)), (15, (3,)), (17, (2,)), (22, (2,)))                                             9       4     1
((2, (3,)), (20, (3,)), (27, (3,)))                                                         9       3     1
((14, (5,)), (15, (4,)), (22, (3,)), (27, (4,)))                                            9       4     1
((9, (3,)), (17, (2,)), (21, (2,)), (22, (2,)))                                             9       4     1
((13, (4, 2)), (25, (2,)))                                                                  9       3     2
((4, (2,)), (9, (4,)), (17, (4,)), (23, (4,)))                                              9       4     1
((4, (2,)), (10, (2,)), (17, (2,)), (26, (2,)))                                             9       4     1
((9, (4,)), (10, (4,)), (15, (5,)), (17, (3,)))                                             9       4     1
((0, (3,)), (5, (4,)), (15, (4,)))                                                          9       3     1
((3, (3,)), (11, (3,)), (16, (2,)))                                                         9       3     1
((8, (3,)), (18, (3,)), (23, (2,)), (25, (3,)))                                             9       4     1
((1, (2,)), (2, (2,)), (15, (3,)), (27, (2,)))                                              9       4     1
((5, (3,)), (6, (3, 3)), (13, (4,)))                                                        9       4     2
((8, (2,)), (17, (3,)), (18, (1,)))                                                         9       3     1
((0, (3,)), (15, (3,)), (19, (4, 3)))                                                       9       4     2
((2, (3,)), (10, (1,)), (25, (2,)))                                                         9       3     1
((8, (3,)), (14, (3,)), (22, (3,)), (25, (2,)))                                             9       4     1
((4, (4,)), (14, (3,)), (15, (4,)), (22, (3,)))                                             9       4     1
((2, (3,)), (4, (4,)), (16, (2,)))                                                          9       3     1
((3, (3,)), (9, (4,)), (11, (4,)))                                                          9       3     1
((24, (4, 3)),)                                                                             9       2     2
((3, (3,)), (15, (3,)), (18, (3,)), (22, (2,)))                                             9       4     1
((6, (3,)), (16, (2,)), (21, (2,)))                                                         9       3     1
((13, (3,)), (16, (3,)), (21, (4,)), (22, (2,)))                                            9       4     1
((9, (2,)), (23, (2,)), (27, (2,)))                                                         9       3     1
((7, (2, 1)), (12, (2,)), (16, (2,)))                                                       8       4     2
((6, (3, 1)), (9, (3,)), (15, (3,)))                                                        8       4     2
((18, (4, 3)), (23, (3,)))                                                                  8       3     2
((5, (4, 4)), (9, (4,)), (20, (5,)))                                                        8       4     2
((5, (4, 3)), (6, (3, 3)), (13, (4,)))                                                      8       5     2
((20, (4, 2, 3, 5)),)                                                                       8       4     4
((11, (4, 3)), (18, (3,)), (22, (4,)))                                                      8       4     2
((1, (4,)), (16, (2,)), (24, (3, 3)))                                                       8       4     2
((1, (5, 4)), (2, (4,)))                                                                    8       3     2
((27, (5,)),)                                                                               8       1     1
((2, (2,)), (25, (4,)))                                                                     8       2     1
((1, (1,)), (6, (1,)), (9, (1,)), (12, (1,)))                                               8       4     1
((6, (2,)), (15, (4,)), (18, (2,)))                                                         8       3     1
((0, (3,)), (11, (2,)))                                                                     8       2     1
((10, (4,)), (12, (5,)), (14, (4,)), (27, (4,)))                                            8       4     1
((7, (2,)), (12, (4,)))                                                                     8       2     1
((1, (4,)), (8, (3,)), (15, (3,)), (25, (3,)))                                              8       4     1
((10, (2,)), (24, (3,)))                                                                    8       2     1
((2, (3,)), (7, (2,)), (12, (4,)), (20, (4,)))                                              8       4     1
((19, (4,)), (22, (2,)))                                                                    8       2     1
((3, (4,)), (16, (3,)), (21, (3,)), (23, (2,)))                                             8       4     1
((5, (3,)), (9, (2,)))                                                                      8       2     1
((3, (1,)), (9, (2,)))                                                                      8       2     1
((9, (1,)), (12, (1,)))                                                                     8       2     1
((7, (4,)), (23, (4,)))                                                                     8       2     1
((14, (2,)), (27, (1,)))                                                                    8       2     1
((6, (2,)), (16, (1,)), (17, (2,)), (18, (2,)))                                             8       4     1
((6, (3,)), (10, (4,)), (15, (4,)))                                                         8       3     1
((3, (2,)), (5, (2,)), (18, (1,)))                                                          8       3     1
((4, (2,)), (17, (2,)), (20, (1,)))                                                         8       3     1
((9, (3,)), (17, (1,)))                                                                     8       2     1
((0, (1,)), (8, (4,)), (22, (2,)))                                                          8       3     1
((1, (2,)), (3, (1,)), (26, (1,)))                                                          8       3     1
((9, (5,)), (14, (4,)), (26, (4,)))                                                         8       3     1
((12, (2,)), (16, (1,)), (21, (2,)), (24, (1,)))                                            8       4     1
((17, (5,)),)                                                                               8       1     1
((3, (3,)), (5, (2,)), (14, (2,)))                                                          8       3     1
((1, (2,)), (13, (2,)), (15, (3,)))                                                         8       3     1
((20, (4,)), (23, (4,)), (24, (4,)), (25, (3,)))                                            8       4     1
((16, (2,)), (24, (2,)), (26, (3,)))                                                        8       3     1
((0, (4,)), (4, (3,)), (9, (4,)))                                                           8       3     1
((12, (5,)), (14, (4,)), (15, (4,)), (22, (3,)), (27, (4,)))                                8       5     1
((9, (3,)), (17, (2,)), (27, (3,)))                                                         8       3     1
((0, (3,)), (4, (3,)), (14, (3,)), (18, (2,)))                                              8       4     1
((0, (3,)), (4, (3,)), (18, (3,)), (25, (3,)))                                              8       4     1
((7, (2,)), (11, (1,)), (22, (2,)))                                                         8       3     1
((7, (3,)), (15, (5,)), (23, (4,)))                                                         8       3     1
((2, (4,)), (4, (2,)), (6, (4,)), (27, (2,)))                                               8       4     1
((10, (2,)), (15, (4,)), (20, (4,)))                                                        7       3     1
((2, (1,)), (10, (1,)))                                                                     7       2     1
((6, (2,)), (15, (2,)), (16, (2,)), (23, (1,)))                                             7       4     1
((0, (4,)), (16, (3,)), (24, (3, 3)))                                                       7       4     2
((3, (3,)), (8, (3,)), (14, (3,)), (16, (3,)), (22, (3,)), (25, (2, 3)))                    7       7     2
((15, (4,)), (24, (4, 3)))                                                                  7       3     2
((5, (2,)), (14, (4,)))                                                                     7       2     1
((7, (3,)), (19, (3, 4)), (20, (3,)))                                                       7       4     2
((1, (4,)), (9, (5,)), (15, (5,)), (20, (5,)))                                              7       4     1
((11, (4,)), (12, (5,)))                                                                    7       2     1
((0, (3,)), (1, (3,)), (3, (4, 3)), (19, (4,)))                                             7       5     2
((2, (2,)), (21, (4,)))                                                                     7       2     1
((9, (3,)), (10, (2,)), (12, (4,)))                                                         7       3     1
((3, (1,)), (13, (1,)), (15, (1,)), (17, (1,)))                                             7       4     1
((4, (1,)), (15, (1,)), (25, (1,)))                                                         7       3     1
((0, (3,)), (2, (3,)), (11, (2, 3)))                                                        7       4     2
((0, (2,)), (3, (2,)), (15, (3,)))                                                          7       3     1
((5, (3,)), (6, (4,)), (20, (3,)))                                                          7       3     1
((6, (4,)), (19, (5,)), (26, (4,)))                                                         7       3     1
((0, (3, 3)), (3, (3,)), (5, (4,)))                                                         7       4     2
((15, (4,)), (18, (4,)), (24, (4,)))                                                        7       3     1
((0, (3,)), (7, (2, 1)), (11, (2,)))                                                        7       4     2
((14, (2, 4)), (15, (4,)), (22, (3,)))                                                      7       4     2
((4, (2,)), (27, (3,)))                                                                     7       2     1
((6, (2, 4)), (12, (2,)), (23, (3,)))                                                       7       4     2
((13, (4,)), (20, (3, 5)))                                                                  7       3     2
((6, (3,)), (12, (4, 2)), (21, (4,)))                                                       7       4     2
((15, (4,)), (19, (2,)))                                                                    7       2     1
((3, (4,)), (10, (2,)))                                                                     7       2     1
((18, (1,)), (19, (1,)), (25, (1, 4)))                                                      7       4     2
((1, (5, 5, 2)),)                                                                           7       3     3
((11, (1,)), (14, (2,)), (27, (1,)))                                                        7       3     1
((11, (5,)), (13, (4, 3)))                                                                  7       3     2
((1, (2,)), (3, (2,)), (16, (2,)), (25, (3,)))                                              7       4     1
((5, (4, 4)), (12, (4,)), (24, (2,)))                                                       7       4     2
((7, (3, 1, 3)), (15, (5,)))                                                                7       4     3
((4, (4,)), (8, (3,)), (25, (3,)), (26, (2,)))                                              7       4     1
((5, (5,)), (10, (5,)))                                                                     7       2     1
((5, (3,)), (9, (3,)), (17, (4,)), (22, (2,)))                                              7       4     1
((0, (4,)), (8, (3,)), (14, (3,)), (25, (3,)))                                              7       4     1
((8, (3,)), (19, (2, 3, 4)))                                                                7       4     3
((3, (3,)), (7, (3,)), (15, (3,)), (17, (4,)))                                              7       4     1
((3, (3,)), (17, (2,)), (24, (2,)), (26, (2,)))                                             7       4     1
((0, (2,)), (11, (2,)), (14, (2,)), (23, (2,)))                                             7       4     1
((15, (4,)), (19, (2,)), (22, (3,)), (27, (3,)))                                            7       4     1
((4, (3,)), (18, (3,)), (26, (2,)), (27, (2,)))                                             7       4     1
((5, (2,)), (6, (2,)), (13, (2,)), (16, (2,)))                                              7       4     1
((3, (3,)), (4, (3,)), (16, (3,)), (27, (3,)))                                              7       4     1
((4, (4,)), (9, (4,)), (13, (3,)), (21, (4,)), (26, (3,)), (27, (3,)))                      7       6     1
((11, (3, 3, 2, 4)),)                                                                       7       4     4
((6, (5,)), (9, (5,)), (15, (5,)), (19, (5,)), (21, (5,)), (27, (5,)))                      7       6     1
((14, (1, 3)), (18, (2,)))                                                                  7       3     2
((10, (2,)), (25, (2,)), (26, (3,)))                                                        7       3     1
((10, (4,)), (23, (5,)))                                                                    7       2     1
((11, (3, 1)), (12, (4,)))                                                                  7       3     2
((10, (3,)), (11, (3, 4)), (21, (4,)))                                                      7       4     2
((5, (5, 4, 4)),)                                                                           7       3     3
((9, (3,)), (19, (4, 1)))                                                                   7       3     2
((2, (4,)), (6, (5, 3)))                                                                    7       3     2
((24, (1, 2)), (26, (3,)))                                                                  7       3     2
((12, (3, 2)), (16, (1,)))                                                                  7       3     2
((5, (4, 3, 4)), (8, (5,)), (10, (3,)))                                                     6       5     3
((11, (2,)), (23, (3, 2)), (26, (2,)))                                                      6       4     2
((8, (3,)), (10, (2,)), (24, (2,)), (25, (3,)))                                             6       4     1
((2, (2,)), (7, (2,)), (11, (2,)), (12, (2,)))                                              6       4     1
((0, (3,)), (3, (2,)), (19, (2,)))                                                          6       3     1
((20, (1,)), (21, (1,)), (24, (1,)))                                                        6       3     1
((2, (2,)), (19, (4, 3)))                                                                   6       3     2
((1, (3, 3)), (14, (3, 3)), (15, (4, 4)), (22, (3, 3)))                                     6       8     2
((1, (4,)), (7, (3,)), (20, (3, 4)))                                                        6       4     2
((1, (2,)), (15, (4, 3)), (16, (2,)), (19, (3, 3)))                                         6       6     2
((4, (4,)), (10, (5,)), (15, (5,)), (19, (5,)))                                             6       4     1
((2, (3,)), (4, (2,)), (6, (4,)), (23, (3,)))                                               6       4     1
((10, (3,)), (14, (3,)), (19, (4,)), (22, (2,)), (26, (3,)))                                6       5     1
((4, (4,)), (7, (4,)), (14, (3,)), (26, (4,)))                                              6       4     1
((5, (2,)), (8, (2,)), (10, (2,)), (18, (2,)), (25, (3,)))                                  6       5     1
((6, (4,)), (8, (2,)), (23, (3,)), (26, (1,)))                                              6       4     1
((8, (5,)), (25, (4,)), (27, (5,)))                                                         6       3     1
((1, (5,)), (7, (4,)), (23, (4,)))                                                          6       3     1
((0, (5,)), (4, (5,)))                                                                      6       2     1
((3, (4,)), (10, (2,)), (12, (3,)), (20, (3,)), (24, (2,)))                                 6       5     1
((4, (2,)), (10, (2,)), (14, (3,)), (16, (2,)), (18, (2,)), (24, (2,)), (26, (2,)))         6       7     1
((13, (2,)), (25, (2,)), (26, (3,)), (27, (2,)))                                            6       4     1
((18, (5,)),)                                                                               6       1     1
((5, (3,)), (10, (3,)), (18, (2,)), (20, (4,)), (27, (2,)))                                 6       5     1
((5, (2,)), (11, (2, 3, 2)), (12, (2,)))                                                    6       5     3
((4, (2,)), (13, (4, 4)), (23, (3,)))                                                       6       4     2
((1, (4,)), (5, (4, 2)), (20, (4,)))                                                        6       4     2
((5, (2, 3)), (9, (3,)), (16, (2,)), (17, (4,)))                                            6       5     2
((9, (4,)), (14, (5,)), (20, (5,)))                                                         6       3     1
((5, (2,)), (8, (2,)), (24, (1,)))                                                          6       3     1
((4, (2,)), (7, (2,)), (8, (2,)), (24, (2, 3)), (26, (2,)))                                 6       6     2
((6, (5,)), (11, (4,)))                                                                     6       2     1
((2, (3,)), (6, (3, 3)), (12, (3,)), (19, (4, 3)))                                          6       6     2
((8, (3,)), (9, (5, 3)))                                                                    6       3     2
((0, (4,)), (5, (3,)), (8, (4,)), (16, (2,)))                                               6       4     1
((8, (4, 1)), (19, (2,)))                                                                   6       3     2
((21, (1, 3)), (23, (2,)))                                                                  6       3     2
((4, (2,)), (10, (3,)), (24, (4,)))                                                         6       3     1
((16, (1,)), (24, (1, 3, 1)))                                                               6       4     3
((18, (3, 1, 1)), (26, (3,)))                                                               6       4     3
((0, (4,)), (6, (5,)), (24, (4, 3)))                                                        6       4     2
((0, (2,)), (5, (2, 5)), (7, (1,)), (9, (2,)), (27, (1,)))                                  6       6     2
((14, (5,)), (22, (3,)))                                                                    6       2     1
((0, (3,)), (3, (3,)), (10, (4,)), (18, (2,)))                                              6       4     1
((3, (2,)), (6, (3,)), (10, (2,)))                                                          6       3     1
((2, (4,)), (9, (3,)), (13, (2,)))                                                          6       3     1
((11, (1, 3, 2)),)                                                                          6       3     3
((2, (4,)), (8, (4,)), (21, (3,)), (23, (4,)))                                              6       4     1
((1, (2, 3)), (12, (4,)), (15, (3,)))                                                       6       4     2
((4, (3,)), (9, (4,)), (16, (4,)), (17, (4,)))                                              6       4     1
((21, (5,)), (27, (5,)))                                                                    6       2     1
((9, (2,)), (17, (3,)), (21, (4,)), (25, (2,)))                                             6       4     1
((1, (3,)), (7, (2,)), (9, (3,)), (15, (5,)))                                               6       4     1
((0, (4,)), (12, (4,)), (13, (4,)), (21, (3,)))                                             6       4     1
((12, (4,)), (23, (2,)), (26, (3,)))                                                        5       3     1
((2, (3,)), (3, (4,)), (6, (3,)), (14, (3,)), (25, (3,)))                                   5       5     1
((4, (1,)), (17, (4,)), (22, (2,)))                                                         5       3     1
((5, (5,)), (6, (5,)), (14, (4,)))                                                          5       3     1
((11, (3, 2, 3, 4)),)                                                                       5       4     4
((11, (4, 3, 3)), (20, (4,)), (26, (3,)))                                                   5       5     3
((13, (4,)), (20, (4, 2, 4)))                                                               5       4     3
((4, (1,)), (20, (1, 3, 5)))                                                                5       4     3
((5, (3, 5, 4)), (8, (4,)))                                                                 5       4     3
((7, (3, 4, 1)), (21, (4,)))                                                                5       4     3
((23, (4,)), (24, (1,)))                                                                    5       2     1
((7, (2, 4, 1)),)                                                                           5       3     3
((3, (3,)), (8, (3,)), (10, (3,)), (18, (2, 3)), (23, (2,)), (24, (2,)), (25, (3,)))        5       8     2
((1, (3,)), (14, (4, 3)), (15, (4, 4)), (22, (3, 3)))                                       5       7     2
((0, (4,)), (7, (2,)), (12, (3, 4)), (13, (4,)), (21, (3,)))                                5       6     2
((10, (2,)), (14, (3, 2)), (18, (2,)), (21, (2,)), (22, (2,)))                              5       6     2
((2, (5,)), (5, (5,)), (12, (5,)), (13, (5, 3)), (24, (5,)))                                5       6     2
((2, (4,)), (10, (2,)), (16, (3,)), (19, (3, 4)))                                           5       5     2
((11, (3, 1)), (12, (3, 2)), (26, (3,)))                                                    5       5     2
((2, (4, 4)), (4, (3,)), (6, (3,)), (8, (4,)))                                              5       5     2
((0, (2,)), (18, (1,)), (19, (2,)), (26, (1, 3)))                                           5       5     2
((9, (2,)), (17, (3, 3)), (21, (4,)), (25, (2,)))                                           5       5     2
((6, (3,)), (12, (2,)))                                                                     5       2     1
((9, (3,)), (10, (3,)), (13, (3,)), (18, (2,)), (19, (3, 4)))                               5       6     2
((0, (4,)), (11, (3, 3)), (16, (2,)))                                                       5       4     2
((3, (4,)), (11, (2,)), (27, (2,)))                                                         5       3     1
((14, (3,)), (18, (2,)), (24, (2,)), (25, (1,)))                                            5       4     1
((20, (4, 2)), (27, (2, 2)))                                                                5       4     2
((13, (4, 3)), (15, (5,)), (26, (2,)))                                                      5       4     2
((2, (5,)), (8, (4,)), (12, (3, 2)))                                                        5       4     2
((5, (2,)), (8, (2,)), (14, (3,)), (19, (2,)), (21, (2,)))                                  5       5     1
((8, (1, 4)), (19, (2, 4)))                                                                 5       4     2
((4, (4,)), (8, (4,)), (26, (2, 3)))                                                        5       4     2
((1, (2, 1)), (15, (2,)), (24, (2,)))                                                       5       4     2
((5, (4,)), (8, (4,)), (18, (3,)), (25, (3,)))                                              5       4     1
((13, (3,)), (18, (3,)), (20, (3,)), (22, (2,)))                                            5       4     1
((0, (2,)), (1, (3,)), (3, (3,)), (16, (3,)))                                               5       4     1
((1, (2,)), (18, (1,)), (24, (2,)), (25, (2,)))                                             5       4     1
((4, (2,)), (17, (4,)), (23, (3,)), (26, (3,)))                                             5       4     1
((2, (5,)), (6, (4,)), (9, (4,)), (10, (4,)))                                               5       4     1
((0, (2,)), (5, (3,)), (6, (4,)), (23, (3,)))                                               5       4     1
((1, (4,)), (14, (3,)), (15, (3,)), (23, (2,)))                                             5       4     1
((11, (5, 1)), (12, (5,)))                                                                  5       3     2
((1, (3,)), (2, (4,)), (8, (4,)), (23, (4,)))                                               5       4     1
((3, (3,)), (12, (4,)), (23, (2,)), (24, (2,)))                                             5       4     1
((2, (2,)), (4, (2,)), (18, (3,)), (27, (3,)))                                              5       4     1
((19, (4,)), (22, (4, 4)))                                                                  5       3     2
((2, (4,)), (9, (4,)), (10, (4,)), (18, (2,)))                                              5       4     1
((2, (2, 4)), (18, (3, 2)))                                                                 5       4     2
((7, (3,)), (16, (3, 4)), (20, (4,)))                                                       5       4     2
((0, (3,)), (3, (2,)), (15, (2,)), (17, (3,)))                                              5       4     1
((6, (4,)), (10, (4,)), (19, (3, 4)))                                                       5       4     2
((2, (5,)), (3, (4,)), (16, (4,)), (24, (4,)))                                              5       4     1
((1, (4, 4)), (5, (4,)), (20, (4,)))                                                        5       4     2
((6, (3,)), (11, (2, 2)), (15, (2,)))                                                       5       4     2
((0, (2, 2)), (11, (3, 2)))                                                                 5       4     2
((0, (2,)), (7, (2,)), (13, (2,)), (21, (3,)), (23, (2,)))                                  5       5     1
((3, (4,)), (18, (2,)), (24, (3,)))                                                         5       3     1
((0, (4,)), (11, (3, 3)), (13, (4,)))                                                       5       4     2
((4, (3, 3)), (21, (2,)), (26, (2,)))                                                       5       4     2
