#   	Company                                             	Symbol 	Weight   	Price    	Change
314 	Hess Corporation                                    	HES    	0.063517 	63.27    	1.22 (1.97%)
315 	Regions Financial Corporation                       	RF     	0.063255 	15.22    	-0.10 (-0.62%)
316 	HCP Inc.                                            	HCP    	0.063161 	33.33    	0.22 (0.66%)
317 	Expedia Group Inc.                                  	EXPE   	0.062971 	133.81   	0.36 (0.27%)
318 	Freeport-McMoRan Inc.                               	FCX    	0.062670 	10.99    	0.12 (1.07%)
319 	Teleflex Incorporated                               	TFX    	0.062566 	334.88   	-0.47 (-0.14%)
320 	Waters Corporation                                  	WAT    	0.062322 	218.64   	1.65 (0.76%)
321 	Principal Financial Group Inc.                      	PFG    	0.061598 	58.16    	-0.31 (-0.53%)
322 	Loews Corporation                                   	L      	0.061364 	55.55    	0.06 (0.11%)
323 	Genuine Parts Company                               	GPC    	0.061212 	104.79   	0.63 (0.60%)
324 	Broadridge Financial Solutions Inc.                 	BR     	0.060698 	131.62   	0.56 (0.43%)
325 	Evergy Inc.                                         	EVRG   	0.060618 	61.79    	0.34 (0.55%)
326 	Copart Inc.                                         	CPRT   	0.060446 	76.14    	0.88 (1.16%)
327 	Darden Restaurants Inc.                             	DRI    	0.060419 	121.78   	-0.80 (-0.65%)
328 	Gartner Inc.                                        	IT     	0.060203 	168.89   	1.31 (0.78%)
329 	DXC Technology Co.                                  	DXC    	0.059901 	55.55    	0.00 (0.00%)
330 	Incyte Corporation                                  	INCY   	0.059882 	84.05    	0.23 (0.27%)
331 	NetApp Inc.                                         	NTAP   	0.059717 	60.36    	0.21 (0.35%)
332 	D.R. Horton Inc.                                    	DHI    	0.059632 	44.65    	0.74 (1.69%)
333 	Western Digital Corporation                         	WDC    	0.059534 	53.68    	2.20 (4.27%)
334 	MGM Resorts International                           	MGM    	0.059480 	29.26    	0.03 (0.09%)
335 	Dover Corporation                                   	DOV    	0.058945 	99.26    	-1.13 (-1.13%)
336 	Huntington Bancshares Incorporated                  	HBAN   	0.058831 	13.75    	-0.11 (-0.76%)
337 	CarMax Inc.                                         	KMX    	0.058823 	87.73    	0.15 (0.17%)
338 	CenterPoint Energy Inc.                             	CNP    	0.058616 	29.08    	-0.01 (-0.03%)
339 	Xylem Inc.                                          	XYL    	0.058545 	80.39    	-0.59 (-0.73%)
340 	International Flavors & Fragrances Inc.             	IFF    	0.057131 	142.19   	0.19 (0.13%)
341 	Arista Networks Inc.                                	ANET   	0.056878 	272.49   	1.94 (0.72%)
342 	Martin Marietta Materials Inc.                      	MLM    	0.056791 	226.96   	-1.98 (-0.86%)
343 	Extra Space Storage Inc.                            	EXR    	0.056663 	111.30   	0.74 (0.67%)
344 	Skyworks Solutions Inc.                             	SWKS   	0.056650 	80.39    	0.63 (0.78%)
345 	WellCare Health Plans Inc.                          	WCG    	0.056485 	280.57   	2.72 (0.98%)
346 	Cardinal Health Inc.                                	CAH    	0.056276 	47.57    	0.37 (0.78%)
347 	Mid-America Apartment Communities Inc.              	MAA    	0.056151 	123.68   	1.20 (0.98%)
348 	AmerisourceBergen Corporation                       	ABC    	0.056098 	89.16    	0.93 (1.05%)
349 	Kellogg Company                                     	K      	0.055181 	55.27    	0.42 (0.77%)
350 	Lennar Corporation Class A                          	LEN    	0.054941 	48.09    	0.76 (1.60%)
351 	Quest Diagnostics Incorporated                      	DGX    	0.054797 	102.54   	0.53 (0.52%)
352 	DENTSPLY SIRONA Inc.                                	XRAY   	0.054430 	57.49    	-0.09 (-0.15%)
353 	J.M. Smucker Company                                	SJM    	0.054388 	118.20   	-0.57 (-0.48%)
354 	Conagra Brands Inc.                                 	CAG    	0.054301 	28.25    	0.25 (0.89%)
355 	Celanese Corporation                                	CE     	0.054231 	104.43   	-0.30 (-0.29%)
356 	Host Hotels & Resorts Inc.                          	HST    	0.053896 	18.31    	0.23 (1.24%)
357 	Lincoln National Corporation                        	LNC    	0.053691 	65.14    	-0.27 (-0.41%)
358 	UDR Inc.                                            	UDR    	0.053123 	46.90    	0.25 (0.53%)
359 	Tractor Supply Company                              	TSCO   	0.053106 	109.21   	-0.89 (-0.81%)
360 	Akamai Technologies Inc.                            	AKAM   	0.053017 	81.92    	0.56 (0.69%)
361 	American Airlines Group Inc.                        	AAL    	0.052631 	33.14    	0.78 (2.39%)
362 	MarketAxess Holdings Inc.                           	MKTX   	0.052243 	350.42   	7.52 (2.19%)
363 	Wynn Resorts Limited                                	WYNN   	0.052051 	131.08   	-2.65 (-1.98%)
364 	Take-Two Interactive Software Inc.                  	TTWO   	0.052022 	116.97   	1.88 (1.63%)
365 	Hologic Inc.                                        	HOLX   	0.051685 	47.87    	0.06 (0.12%)
366 	Baker Hughes a GE Company Class A                   	BHGE   	0.051607 	25.28    	0.28 (1.12%)
367 	Fox Corporation Class A                             	FOXA   	0.051101 	36.19    	0.17 (0.47%)
368 	Expeditors International of Washington Inc.         	EXPD   	0.050927 	72.27    	-1.26 (-1.71%)
369 	Varian Medical Systems Inc.                         	VAR    	0.050726 	138.77   	0.67 (0.49%)
370 	Citrix Systems Inc.                                 	CTXS   	0.050382 	99.76    	0.80 (0.81%)
371 	Textron Inc.                                        	TXT    	0.050311 	52.84    	-0.50 (-0.94%)
372 	Atmos Energy Corporation                            	ATO    	0.050296 	107.02   	0.04 (0.04%)
373 	Hasbro Inc.                                         	HAS    	0.050277 	108.48   	0.26 (0.24%)
374 	Cboe Global Markets Inc                             	CBOE   	0.049145 	111.67   	0.69 (0.62%)
375 	Kansas City Southern                                	KSU    	0.048949 	119.51   	-1.25 (-1.04%)
376 	W.W. Grainger Inc.                                  	GWW    	0.048155 	262.72   	-3.97 (-1.49%)
377 	Masco Corporation                                   	MAS    	0.047959 	38.56    	-0.74 (-1.87%)
378 	Seagate Technology PLC                              	STX    	0.047767 	47.54    	1.50 (3.26%)
379 	Duke Realty Corporation                             	DRE    	0.047712 	33.22    	0.23 (0.70%)
380 	Nasdaq Inc.                                         	NDAQ   	0.047639 	103.04   	1.43 (1.41%)
381 	Alliant Energy Corp                                 	LNT    	0.047628 	50.33    	0.22 (0.44%)
382 	Westinghouse Air Brake Technologies Corporation     	WAB    	0.047247 	70.83    	-1.44 (-2.00%)
383 	Devon Energy Corporation                            	DVN    	0.047115 	28.76    	0.68 (2.42%)
384 	Fortinet Inc.                                       	FTNT   	0.047027 	80.77    	0.22 (0.27%)
385 	Comerica Incorporated                               	CMA    	0.046921 	71.87    	-0.78 (-1.07%)
386 	Regency Centers Corporation                         	REG    	0.046791 	69.73    	0.32 (0.45%)
387 	ABIOMED Inc.                                        	ABMD   	0.046701 	256.65   	-0.66 (-0.25%)
388 	Vornado Realty Trust                                	VNO    	0.046070 	66.60    	0.59 (0.89%)
389 	C.H. Robinson Worldwide Inc.                        	CHRW   	0.045905 	82.89    	-0.30 (-0.36%)
390 	Marathon Oil Corporation                            	MRO    	0.045736 	13.89    	0.35 (2.55%)
391 	CenturyLink Inc.                                    	CTL    	0.045677 	11.88    	0.10 (0.85%)
392 	Advance Auto Parts Inc.                             	AAP    	0.045562 	155.69   	0.19 (0.12%)
393 	SVB Financial Group                                 	SIVB   	0.045520 	216.33   	-1.41 (-0.65%)
394 	AES Corporation                                     	AES    	0.045488 	17.06    	-0.01 (-0.03%)
395 	E*TRADE Financial Corporation                       	ETFC   	0.044846 	44.76    	-0.54 (-1.19%)
396 	FMC Corporation                                     	FMC    	0.044598 	82.08    	-0.25 (-0.30%)
397 	Hormel Foods Corporation                            	HRL    	0.044491 	41.16    	-0.02 (-0.05%)
398 	Raymond James Financial Inc.                        	RJF    	0.044415 	85.15    	0.12 (0.14%)
399 	Norwegian Cruise Line Holdings Ltd.                 	NCLH   	0.044313 	50.44    	-0.32 (-0.63%)
400 	NiSource Inc                                        	NI     	0.044274 	29.56    	0.00 (0.00%)
401 	Universal Health Services Inc. Class B              	UHS    	0.044047 	129.58   	0.69 (0.54%)
402 	Viacom Inc. Class B                                 	VIAB   	0.043617 	31.36    	0.11 (0.35%)
403 	Pinnacle West Capital Corporation                   	PNW    	0.043334 	95.64    	0.12 (0.13%)
404 	United Rentals Inc.                                 	URI    	0.043201 	130.28   	-1.13 (-0.86%)
405 	PerkinElmer Inc.                                    	PKI    	0.042923 	96.33    	0.13 (0.14%)
406 	Franklin Resources Inc.                             	BEN    	0.042482 	34.78    	-0.15 (-0.42%)
407 	TechnipFMC Plc                                      	FTI    	0.042178 	25.31    	0.75 (3.05%)
408 	Jack Henry & Associates Inc.                        	JKHY   	0.042118 	137.41   	0.73 (0.53%)
409 	Cabot Oil & Gas Corporation                         	COG    	0.041961 	23.95    	0.02 (0.08%)
410 	Noble Energy Inc.                                   	NBL    	0.041864 	22.28    	0.77 (3.56%)
411 	Eastman Chemical Company                            	EMN    	0.041820 	74.66    	0.02 (0.03%)
412 	Everest Re Group Ltd.                               	RE     	0.041813 	258.58   	1.19 (0.46%)
413 	Henry Schein Inc.                                   	HSIC   	0.041802 	69.42    	0.52 (0.75%)
414 	Arconic Inc.                                        	ARNC   	0.041697 	25.89    	0.05 (0.17%)
415 	Allegion PLC                                        	ALLE   	0.041627 	109.89   	-0.28 (-0.25%)
416 	Discovery Inc. Class C                              	DISCK  	0.041527 	28.92    	-0.12 (-0.40%)
417 	Molson Coors Brewing Company Class B                	TAP    	0.041335 	56.26    	0.72 (1.30%)
418 	CF Industries Holdings Inc.                         	CF     	0.040962 	44.46    	0.07 (0.16%)
419 	Apache Corporation                                  	APA    	0.040741 	27.37    	0.42 (1.56%)
420 	Tiffany & Co.                                       	TIF    	0.040379 	92.90    	-0.21 (-0.23%)
421 	Mylan N.V.                                          	MYL    	0.040207 	18.99    	-0.63 (-3.21%)
422 	Avery Dennison Corporation                          	AVY    	0.039869 	115.50   	-0.15 (-0.13%)
423 	Huntington Ingalls Industries Inc.                  	HII    	0.039730 	232.12   	0.88 (0.38%)
424 	Federal Realty Investment Trust                     	FRT    	0.039691 	133.52   	0.83 (0.63%)
425 	Jacobs Engineering Group Inc.                       	JEC    	0.039618 	84.06    	0.06 (0.07%)
426 	NRG Energy Inc.                                     	NRG    	0.038421 	35.95    	0.36 (1.01%)
427 	Lamb Weston Holdings Inc.                           	LW     	0.038390 	66.26    	1.18 (1.81%)
428 	Garmin Ltd.                                         	GRMN   	0.038034 	78.57    	-0.57 (-0.72%)
429 	WestRock Company                                    	WRK    	0.037962 	37.79    	0.37 (0.99%)
430 	Torchmark Corporation                               	TMK    	0.037739 	91.19    	-0.35 (-0.38%)
431 	Mohawk Industries Inc.                              	MHK    	0.037596 	149.23   	-0.66 (-0.44%)
432 	Brown-Forman Corporation Class B                    	BF-B   	0.037391 	56.88    	0.84 (1.50%)
433 	Packaging Corporation of America                    	PKG    	0.037170 	99.99    	0.34 (0.34%)
434 	DISH Network Corporation Class A                    	DISH   	0.036874 	40.64    	-0.09 (-0.22%)
435 	Western Union Company                               	WU     	0.036666 	20.59    	-0.06 (-0.29%)
436 	Juniper Networks Inc.                               	JNPR   	0.036327 	26.25    	-0.06 (-0.23%)
437 	Whirlpool Corporation                               	WHR    	0.036188 	142.13   	-0.67 (-0.47%)
438 	Iron Mountain Inc.                                  	IRM    	0.035939 	31.95    	0.35 (1.11%)
439 	Zions Bancorporation N.A.                           	ZION   	0.035452 	45.70    	-0.23 (-0.50%)
440 	Snap-on Incorporated                                	SNA    	0.035297 	157.25   	0.05 (0.03%)
441 	Interpublic Group of Companies Inc.                 	IPG    	0.035278 	23.35    	0.20 (0.84%)
442 	Tapestry Inc.                                       	TPR    	0.034603 	29.02    	-0.62 (-2.09%)
443 	F5 Networks Inc.                                    	FFIV   	0.034486 	142.41   	-0.27 (-0.19%)
444 	Qorvo Inc.                                          	QRVO   	0.034468 	69.97    	0.34 (0.49%)
445 	Invesco Ltd.                                        	IVZ    	0.033503 	20.61    	-0.03 (-0.12%)
446 	National Oilwell Varco Inc.                         	NOV    	0.033227 	22.13    	0.61 (2.81%)
447 	PulteGroup Inc.                                     	PHM    	0.033212 	32.53    	0.54 (1.67%)
448 	LKQ Corporation                                     	LKQ    	0.032921 	26.26    	0.23 (0.86%)
449 	Mosaic Company                                      	MOS    	0.032879 	23.18    	-0.15 (-0.64%)
450 	BorgWarner Inc.                                     	BWA    	0.032647 	39.28    	-0.02 (-0.05%)
451 	Apartment Investment and Management Company Class A 	AIV    	0.032307 	52.37    	0.42 (0.81%)
452 	Nielsen Holdings Plc                                	NLSN   	0.031787 	22.45    	0.02 (0.09%)
453 	Kohl's Corporation                                  	KSS    	0.031773 	47.54    	-0.21 (-0.44%)
454 	Fortune Brands Home & Security Inc.                 	FBHS   	0.031472 	55.19    	-0.51 (-0.92%)
455 	Campbell Soup Company                               	CPB    	0.031346 	41.52    	0.06 (0.14%)
456 	Kimco Realty Corporation                            	KIM    	0.031326 	18.82    	0.18 (0.97%)
457 	Alaska Air Group Inc.                               	ALK    	0.031044 	63.37    	-0.32 (-0.50%)
458 	J.B. Hunt Transport Services Inc.                   	JBHT   	0.030461 	88.57    	-0.30 (-0.33%)
459 	Albemarle Corporation                               	ALB    	0.030451 	70.66    	0.04 (0.06%)
460 	Unum Group                                          	UNM    	0.029953 	32.98    	-1.57 (-4.54%)
461 	HollyFrontier Corporation                           	HFC    	0.029860 	46.48    	0.13 (0.28%)
462 	FLIR Systems Inc.                                   	FLIR   	0.029360 	54.09    	-0.06 (-0.11%)
463 	Xerox Corporation                                   	XRX    	0.028859 	35.88    	-0.07 (-0.20%)
464 	SL Green Realty Corp.                               	SLG    	0.027904 	81.83    	0.61 (0.75%)
465 	Robert Half International Inc.                      	RHI    	0.027902 	57.44    	0.00 (0.00%)
466 	Alliance Data Systems Corporation                   	ADS    	0.027878 	148.31   	0.30 (0.20%)
467 	Assurant Inc.                                       	AIZ    	0.027498 	110.22   	-0.46 (-0.42%)
468 	PVH Corp.                                           	PVH    	0.027456 	88.30    	-1.77 (-1.97%)
469 	Sealed Air Corporation                              	SEE    	0.027334 	43.26    	-0.07 (-0.15%)
470 	Flowserve Corporation                               	FLS    	0.026962 	51.56    	-0.57 (-1.09%)
471 	People's United Financial Inc.                      	PBCT   	0.026776 	16.67    	-0.13 (-0.75%)
472 	DaVita Inc.                                         	DVA    	0.026486 	54.85    	2.30 (4.38%)
473 	A. O. Smith Corporation                             	AOS    	0.025803 	44.57    	-0.49 (-1.09%)
474 	Macy's Inc                                          	M      	0.025708 	21.36    	0.13 (0.61%)
475 	Perrigo Co. Plc                                     	PRGO   	0.025482 	50.63    	-0.38 (-0.74%)
476 	Hanesbrands Inc.                                    	HBI    	0.025157 	16.60    	-0.59 (-3.41%)
477 	Ralph Lauren Corporation Class A                    	RL     	0.024742 	110.03   	-0.56 (-0.51%)
478 	Pentair plc                                         	PNR    	0.024120 	37.11    	0.14 (0.38%)
479 	L Brands Inc.                                       	LB     	0.023948 	25.94    	-0.46 (-1.74%)
480 	Nektar Therapeutics                                 	NKTR   	0.023903 	34.62    	-0.22 (-0.63%)
481 	Newell Brands Inc                                   	NWL    	0.023504 	15.02    	-0.03 (-0.17%)
482 	Harley-Davidson Inc.                                	HOG    	0.023434 	35.96    	0.51 (1.44%)
483 	H&R Block Inc.                                      	HRB    	0.023347 	28.64    	-0.20 (-0.69%)
484 	Cimarex Energy Co.                                  	XEC    	0.023309 	58.03    	0.89 (1.56%)
485 	Fox Corporation Class B                             	FOX    	0.023268 	36.15    	0.14 (0.39%)
486 	Jefferies Financial Group Inc.                      	JEF    	0.022636 	21.51    	0.08 (0.35%)
487 	Quanta Services Inc.                                	PWR    	0.022305 	37.75    	-0.42 (-1.10%)
488 	Helmerich & Payne Inc.                              	HP     	0.021763 	51.50    	0.94 (1.86%)
489 	Rollins Inc.                                        	ROL    	0.021732 	37.31    	0.29 (0.78%)
490 	Capri Holdings Limited                              	CPRI   	0.021074 	34.63    	0.33 (0.96%)
491 	IPG Photonics Corporation                           	IPGP   	0.020159 	142.39   	1.46 (1.04%)
492 	News Corporation Class A                            	NWSA   	0.020150 	13.33    	0.03 (0.19%)
493 	Leggett & Platt Incorporated                        	LEG    	0.019830 	38.03    	0.11 (0.28%)
494 	Under Armour Inc. Class A                           	UAA    	0.019549 	26.22    	-0.37 (-1.39%)
495 	Discovery Inc. Class A                              	DISCA  	0.019514 	31.54    	-0.09 (-0.30%)
496 	Affiliated Managers Group Inc.                      	AMG    	0.019198 	91.11    	0.69 (0.76%)
497 	Foot Locker Inc.                                    	FL     	0.019134 	41.05    	-0.19 (-0.46%)
498 	TripAdvisor Inc.                                    	TRIP   	0.018614 	46.04    	0.25 (0.55%)
499 	Under Armour Inc. Class C                           	UA     	0.017279 	22.88    	-0.33 (-1.42%)
500 	Gap Inc.                                            	GPS    	0.015645 	17.88    	-0.10 (-0.56%)
501 	Macerich Company                                    	MAC    	0.014347 	34.08    	0.38 (1.13%)
502 	Nordstrom Inc.                                      	JWN    	0.014071 	30.76    	-0.17 (-0.53%)
503 	Coty Inc. Class A                                   	COTY   	0.013870 	11.37    	-0.05 (-0.44%)
504 	News Corporation Class B                            	NWS    	0.006209 	13.72    	0.02 (0.15%)
