#   	Company                                             	Symbol 	Weight   	Price    	Change
203 	Electronic Arts Inc.                                	EA     	0.111720 	93.47    	1.42 (1.55%)
204 	PPG Industries Inc.                                 	PPG    	0.111588 	115.79   	-0.15 (-0.13%)
205 	Twitter Inc.                                        	TWTR   	0.110282 	37.20    	-0.45 (-1.20%)
206 	Paychex Inc.                                        	PAYX   	0.109632 	85.75    	0.54 (0.63%)
207 	WEC Energy Group Inc                                	WEC    	0.108675 	86.19    	0.49 (0.57%)
208 	McKesson Corporation                                	MCK    	0.107343 	140.46   	1.22 (0.88%)
209 	SBA Communications Corp. Class A                    	SBAC   	0.107062 	236.44   	1.69 (0.72%)
210 	Dollar Tree Inc.                                    	DLTR   	0.106682 	111.64   	0.15 (0.13%)
211 	Discover Financial Services                         	DFS    	0.106254 	80.63    	0.11 (0.14%)
212 	T. Rowe Price Group                                 	TROW   	0.105871 	110.14   	0.32 (0.29%)
213 	Ventas Inc.                                         	VTR    	0.105072 	70.96    	0.58 (0.82%)
214 	Corning Inc                                         	GLW    	0.104472 	33.02    	-0.02 (-0.05%)
215 	Global Payments Inc.                                	GPN    	0.103941 	163.76   	-1.02 (-0.62%)
216 	LyondellBasell Industries NV                        	LYB    	0.103549 	84.29    	-0.36 (-0.43%)
217 	Southwest Airlines Co.                              	LUV    	0.103332 	52.17    	0.48 (0.93%)
218 	FleetCor Technologies Inc.                          	FLT    	0.103250 	293.61   	-0.85 (-0.29%)
219 	Monster Beverage Corporation                        	MNST   	0.102383 	65.25    	0.49 (0.76%)
220 	Digital Realty Trust Inc.                           	DLR    	0.101692 	122.23   	0.55 (0.45%)
221 	IQVIA Holdings Inc                                  	IQV    	0.101564 	159.08   	0.54 (0.34%)
222 	Willis Towers Watson Public Limited Company         	WLTW   	0.101336 	194.92   	-0.33 (-0.17%)
223 	Eversource Energy                                   	ES     	0.099871 	77.61    	0.65 (0.84%)
224 	Zimmer Biomet Holdings Inc.                         	ZBH    	0.099214 	121.15   	0.46 (0.38%)
225 	PACCAR Inc                                          	PCAR   	0.098254 	70.84    	0.21 (0.30%)
226 	Cerner Corporation                                  	CERN   	0.098099 	75.37    	0.38 (0.51%)
227 	Verisk Analytics Inc                                	VRSK   	0.098007 	150.35   	0.73 (0.49%)
228 	Tyson Foods Inc. Class A                            	TSN    	0.097870 	82.38    	0.23 (0.28%)
229 	Cummins Inc.                                        	CMI    	0.097313 	168.05   	0.76 (0.45%)
230 	Ball Corporation                                    	BLL    	0.097295 	70.83    	-0.10 (-0.13%)
231 	Regeneron Pharmaceuticals Inc.                      	REGN   	0.097047 	299.89   	-8.08 (-2.62%)
232 	M&T Bank Corporation                                	MTB    	0.096999 	172.23   	-2.01 (-1.15%)
233 	Pioneer Natural Resources Company                   	PXD    	0.096603 	146.15   	2.79 (1.95%)
234 	IDEXX Laboratories Inc.                             	IDXX   	0.096235 	284.22   	4.67 (1.67%)
235 	DTE Energy Company                                  	DTE    	0.096115 	131.60   	0.38 (0.29%)
236 	Fortive Corp.                                       	FTV    	0.095659 	80.01    	-0.26 (-0.32%)
237 	IHS Markit Ltd.                                     	INFO   	0.094718 	65.06    	0.25 (0.39%)
238 	TransDigm Group Incorporated                        	TDG    	0.094647 	490.19   	6.43 (1.33%)
239 	Archer-Daniels-Midland Company                      	ADM    	0.094180 	41.94    	0.17 (0.41%)
240 	Agilent Technologies Inc.                           	A      	0.093786 	73.50    	0.05 (0.07%)
241 	VeriSign Inc.                                       	VRSN   	0.092901 	217.23   	-0.25 (-0.11%)
242 	Synchrony Financial                                 	SYF    	0.091645 	35.71    	-0.06 (-0.15%)
243 	Edison International                                	EIX    	0.091330 	69.77    	0.05 (0.08%)
244 	Realty Income Corporation                           	O      	0.089961 	71.27    	0.56 (0.79%)
245 	PPL Corporation                                     	PPL    	0.089512 	30.34    	-0.35 (-1.14%)
246 	Total System Services Inc.                          	TSS    	0.088383 	131.70   	-0.80 (-0.60%)
247 	FirstEnergy Corp.                                   	FE     	0.088194 	43.60    	0.06 (0.14%)
248 	Stanley Black & Decker Inc.                         	SWK    	0.088056 	143.40   	-0.84 (-0.58%)
249 	Mettler-Toledo International Inc.                   	MTD    	0.086168 	858.50   	-3.05 (-0.35%)
250 	American Water Works Company Inc.                   	AWK    	0.086068 	118.96   	0.67 (0.57%)
251 	Parker-Hannifin Corporation                         	PH     	0.085822 	161.80   	-1.57 (-0.96%)
252 	Microchip Technology Incorporated                   	MCHP   	0.085017 	90.09    	0.87 (0.98%)
253 	Cadence Design Systems Inc.                         	CDNS   	0.084602 	75.00    	0.51 (0.68%)
254 	State Street Corporation                            	STT    	0.083931 	54.89    	-0.18 (-0.33%)
255 	Centene Corporation                                 	CNC    	0.083811 	51.06    	0.61 (1.21%)
256 	Fifth Third Bancorp                                 	FITB   	0.083042 	27.93    	-0.34 (-1.19%)
257 	AMETEK Inc.                                         	AME    	0.082712 	90.13    	-0.24 (-0.27%)
258 	Hartford Financial Services Group Inc.              	HIG    	0.082511 	57.03    	-0.05 (-0.09%)
259 	Halliburton Company                                 	HAL    	0.082481 	23.72    	0.15 (0.64%)
260 	Boston Properties Inc.                              	BXP    	0.082043 	133.88   	1.83 (1.39%)
261 	Ameriprise Financial Inc.                           	AMP    	0.081773 	149.62   	-0.58 (-0.39%)
262 	Synopsys Inc.                                       	SNPS   	0.081751 	137.28   	1.42 (1.04%)
263 	Corteva Inc                                         	CTVA   	0.081546 	26.84    	-0.16 (-0.57%)
264 	Cintas Corporation                                  	CTAS   	0.081492 	239.57   	1.15 (0.48%)
265 	United Airlines Holdings Inc.                       	UAL    	0.081381 	89.96    	0.50 (0.56%)
266 	Northern Trust Corporation                          	NTRS   	0.081371 	91.14    	-0.45 (-0.49%)
267 	Concho Resources Inc.                               	CXO    	0.080964 	102.61   	2.34 (2.33%)
268 	Essex Property Trust Inc.                           	ESS    	0.080758 	308.48   	3.10 (1.02%)
269 	MSCI Inc. Class A                                   	MSCI   	0.080696 	239.32   	1.32 (0.55%)
270 	Hewlett Packard Enterprise Co.                      	HPE    	0.080460 	14.98    	0.11 (0.74%)
271 	Clorox Company                                      	CLX    	0.080168 	154.80   	-0.65 (-0.42%)
272 	Aptiv PLC                                           	APTV   	0.080166 	77.34    	1.27 (1.67%)
273 	Align Technology Inc.                               	ALGN   	0.080059 	287.29   	11.88 (4.31%)
274 	Entergy Corporation                                 	ETR    	0.079491 	105.17   	0.93 (0.89%)
275 	Weyerhaeuser Company                                	WY     	0.078729 	26.48    	0.19 (0.72%)
276 	Ulta Beauty Inc                                     	ULTA   	0.078602 	347.01   	-1.47 (-0.42%)
277 	KLA-Tencor Corporation                              	KLAC   	0.078181 	119.93   	2.15 (1.82%)
278 	McCormick & Company Incorporated                    	MKC    	0.077924 	157.62   	-0.45 (-0.28%)
279 	Hershey Company                                     	HSY    	0.077034 	138.66   	0.04 (0.03%)
280 	Royal Caribbean Cruises Ltd.                        	RCL    	0.076789 	111.50   	0.28 (0.25%)
281 	Kraft Heinz Company                                 	KHC    	0.076358 	31.19    	0.69 (2.25%)
282 	Republic Services Inc.                              	RSG    	0.075579 	87.57    	0.36 (0.41%)
283 	Ameren Corporation                                  	AEE    	0.075358 	76.85    	0.24 (0.31%)
284 	Omnicom Group Inc                                   	OMC    	0.075021 	84.07    	-0.18 (-0.21%)
285 	CBS Corporation Class B                             	CBS    	0.074399 	52.43    	0.12 (0.23%)
286 	Rockwell Automation Inc.                            	ROK    	0.074202 	154.25   	-0.91 (-0.58%)
287 	Carnival Corporation                                	CCL    	0.073756 	45.66    	-0.27 (-0.58%)
288 	Vulcan Materials Company                            	VMC    	0.073623 	137.40   	-0.53 (-0.38%)
289 	Chipotle Mexican Grill Inc.                         	CMG    	0.072956 	740.08   	-5.41 (-0.73%)
290 	Church & Dwight Co. Inc.                            	CHD    	0.072861 	74.52    	0.83 (1.13%)
291 	Fastenal Company                                    	FAST   	0.072738 	31.43    	-0.14 (-0.44%)
292 	KeyCorp                                             	KEY    	0.072345 	17.68    	-0.16 (-0.90%)
293 	Amcor PLC                                           	AMCR   	0.072282 	11.01    	-0.02 (-0.14%)
294 	ResMed Inc.                                         	RMD    	0.071449 	124.32   	0.30 (0.24%)
295 	Kroger Co.                                          	KR     	0.070773 	21.65    	-0.06 (-0.28%)
296 	Laboratory Corporation of America Holdings          	LH     	0.070675 	174.91   	0.21 (0.12%)
297 	International Paper Company                         	IP     	0.070176 	43.32    	0.10 (0.22%)
298 	ANSYS Inc.                                          	ANSS   	0.070096 	209.16   	2.44 (1.18%)
299 	Nucor Corporation                                   	NUE    	0.068579 	54.46    	-0.06 (-0.11%)
300 	Citizens Financial Group Inc.                       	CFG    	0.068140 	35.27    	-0.72 (-2.00%)
301 	Keysight Technologies Inc                           	KEYS   	0.068073 	89.69    	-0.36 (-0.40%)
302 	Maxim Integrated Products Inc.                      	MXIM   	0.067855 	61.18    	0.61 (1.01%)
303 	First Republic Bank                                 	FRC    	0.067769 	101.04   	0.04 (0.04%)
304 	CMS Energy Corporation                              	CMS    	0.067516 	59.05    	0.17 (0.29%)
305 	Best Buy Co. Inc.                                   	BBY    	0.067318 	72.09    	0.23 (0.31%)
306 	Arthur J. Gallagher & Co.                           	AJG    	0.067176 	90.49    	-0.27 (-0.30%)
307 	Alexandria Real Estate Equities Inc.                	ARE    	0.067105 	149.66   	1.68 (1.14%)
308 	Equifax Inc.                                        	EFX    	0.066667 	136.21   	-0.98 (-0.71%)
309 	Diamondback Energy Inc.                             	FANG   	0.066553 	109.45   	2.48 (2.32%)
310 	Cooper Companies Inc.                               	COO    	0.066025 	331.34   	-1.58 (-0.47%)
311 	Cincinnati Financial Corporation                    	CINF   	0.065907 	107.40   	-0.10 (-0.09%)
312 	CBRE Group Inc. Class A                             	CBRE   	0.065666 	52.48    	0.23 (0.44%)
313 	Symantec Corporation                                	SYMC   	0.065165 	25.52    	-0.04 (-0.16%)
